	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,643	1,519	1,478		380	387	372	
영업이익	184	146	127		33	35	30	
영업이익(발표기준)	184	146	127		33	35	30	
세전계속사업이익	144	149	133		37	37	14	
당기순이익	123	128	107		31	31	10	
당기순이익(지배)	123	128	107		31	31	10	
당기순이익(비지배)								
자산총계	1,498	1,456	1,439		1,445	1,461	1,439	
부채총계	647	508	414		459	443	414	
자본총계	851	947	1,025		985	1,018	1,025	
자본총계(지배)	851	947	1,025		985	1,018	1,025	
자본총계(비지배)								
자본금	58	58	58		58	58	58	
영업활동현금흐름	172	279	138		23	18	48	
투자활동현금흐름	-133	-127	-22		-15	18	-30	
재무활동현금흐름	-27	-134	-126		-65	-31	2	
CAPEX	116	84	81		21	10	29	
FCF	56	195	56		2	8	19	
이자발생부채	393	286	198		234	203	198	
영업이익률	11.18	9.59	8.58		8.71	8.99	7.95	
순이익률	7.47	8.40	7.23		8.11	7.97	2.62	
ROE(%)	15.18	14.18	10.84		12.68	15.48	10.84	
ROA(%)	8.42	8.63	7.39		8.20	10.12	7.39	
부채비율	76.02	53.69	40.36		46.60	43.51	40.36	
자본유보율	1,401.06	1,574.63	1,707.23		1,634.02	1,687.63	1,707.23	
EPS(원)	1,068	1,109	930		268	268	85	
PER(배)	6.58	4.88	6.65		5.62	4.50	6.65	
BPS(원)	7,398	8,236	8,912		8,569	8,854	8,912	
PBR(배)	0.95	0.66	0.69		0.68	0.65	0.69	
현금DPS(원)	250	280	230		0	0	230	
현금배당수익률	3.56	5.18	3.72					
현금배당성향(%)	23.42	25.25	24.74		0.00	0.00	271.14	
발행주식수(보통주)	11,500,000	11,500,000	11,500,000		11,500,000	11,500,000	11,500,000	
