	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,379	3,246	3,924	4,738	1,072	1,091	747	
영업이익	178	369	544	654	165	164	60	
영업이익(발표기준)	178	369	544		165	164	60	
세전계속사업이익	74	366	528	545	172	169	25	
당기순이익	63	323	490	541	163	171	-8	
당기순이익(지배)	54	301	486	578	160	174	-10	
당기순이익(비지배)	9							
자산총계	2,592	4,378	5,630	6,617	5,125	5,509	5,630	
부채총계	1,379	2,161	2,961	3,462	2,591	2,685	2,961	
자본총계	1,213	2,217	2,669	3,155	2,534	2,825	2,669	
자본총계(지배)	1,187	2,169	2,635	3,121	2,483	2,777	2,635	
자본총계(비지배)	26							
자본금	31	90	90	91	90	90	90	
영업활동현금흐름	-80	705	-185	1,430	-126	-118	79	
투자활동현금흐름	-356	-1,444	-613	-455	-196	-69	-226	
재무활동현금흐름	500	791	810	-54	344	223	167	
CAPEX	362	1,473	624	427	247	21	233	
FCF	-442	-768	-809	975	-373	-139	-154	
이자발생부채	916	1,058	2,167		1,531	1,803	2,167	
영업이익률	7.50	11.36	13.86	13.81	15.37	15.05	8.06	
순이익률	2.65	9.96	12.48	11.42	15.17	15.70	-1.01	
ROE(%)	5.64	17.95	20.25	20.07	20.41	23.24	20.25	
ROA(%)	2.59	9.28	9.79	8.83	9.24	11.78	9.79	
부채비율	113.72	97.50	110.96	109.73	102.27	95.05	110.96	
자본유보율	3,517.17	2,220.82	2,728.83		2,534.66	2,726.45	2,728.83	
EPS(원)	422	1,941	2,688	3,190	882	961	-57	
PER(배)	37.89	8.94	10.72	8.18	11.17	7.75	10.72	
BPS(원)	8,657	11,982	14,558	17,242	13,718	15,342	14,558	
PBR(배)	1.85	1.45	1.98	1.51	1.87	1.57	1.98	
현금DPS(원)	46	200	300	330	0	0	300	
현금배당수익률	0.29	1.15	1.04	1.26				
현금배당성향(%)	11.60	12.02	11.16	10.34	0.00	0.00	-529.78	
발행주식수(보통주)	13,712,568	18,100,666	18,100,666		18,100,666	18,100,666	18,100,666	
