	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	947	1,200	1,015		266	260	196	
영업이익	-131	-184	-142		-33	-43	-42	
영업이익(발표기준)	-131	-184	-142		-33	-43	-42	
세전계속사업이익	-150	-302	-189		-38	-67	-51	
당기순이익	-156	-296	-193		-37	-72	-46	
당기순이익(지배)	-165	-299	-199		-36	-71	-51	
당기순이익(비지배)	9							
자산총계	7,199	7,002	6,736		6,971	6,870	6,736	
부채총계	3,703	3,903	3,874		3,917	3,931	3,874	
자본총계	3,497	3,099	2,862		3,054	2,940	2,862	
자본총계(지배)	3,389	2,990	2,747		2,943	2,831	2,747	
자본총계(비지배)	108							
자본금	541	541	541		541	541	541	
영업활동현금흐름	-141	-297	-105		-52	-51	10	
투자활동현금흐름	-311	68	156		51	46	60	
재무활동현금흐름	448	222	-48		6	-3	-70	
CAPEX	294	31	16		7	3	1	
FCF	-435	-328	-121		-59	-54	9	
이자발생부채	1,642	1,757	1,703		1,752	1,752	1,703	
영업이익률	-13.78	-15.35	-14.03		-12.53	-16.50	-21.38	
순이익률	-16.48	-24.69	-18.98		-13.80	-27.73	-23.72	
ROE(%)	-4.72	-9.36	-6.93		-8.41	-7.27	-6.93	
ROA(%)	-2.22	-4.17	-2.80		-3.70	-2.87	-2.80	
부채비율	105.89	125.96	135.37		128.29	133.72	135.37	
자본유보율	533.58	483.81	444.13		466.71	452.89	444.13	
EPS(원)	-1,521	-2,758	-1,837		-335	-657	-473	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	43,861	38,700	35,559		38,092	36,638	35,559	
PBR(배)	0.27	0.23	0.17		0.18	0.16	0.17	
현금DPS(원)	200	150	100		0	0	100	
현금배당수익률	1.66	1.70	1.67					
현금배당성향(%)	-9.39	-3.88	-3.89		0.00	0.00	-15.08	
발행주식수(보통주)	10,821,611	10,821,611	10,821,611		10,821,611	10,821,611	10,821,611	
