	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	5,501	5,560	5,811		1,376	1,455	1,528	
영업이익	-60	-248	-36		-43	-40	87	
영업이익(발표기준)	-60	-248	-36		-43	-40	87	
세전계속사업이익	-36	-626	-230		-145	-101	57	
당기순이익	-55	-636	-218		-145	-111	72	
당기순이익(지배)	-20	-396	-138		-118	-83	86	
당기순이익(비지배)	-35							
자산총계	5,090	4,954	5,029		5,341	5,324	5,029	
부채총계	3,223	3,562	3,789		4,143	4,160	3,789	
자본총계	1,867	1,392	1,240		1,198	1,163	1,240	
자본총계(지배)	1,650	1,317	1,166		1,161	1,075	1,166	
자본총계(비지배)	217							
자본금	73	73	73		73	73	73	
영업활동현금흐름	165	-217	-42		10	-257	112	
투자활동현금흐름	-223	-190	-247		-25	-126	-51	
재무활동현금흐름	-3	370	373		-133	315	-333	
CAPEX	345	259	301		67	113	64	
FCF	-181	-476	-344		-57	-369	47	
이자발생부채	1,834	2,012	2,375		2,442	2,688	2,375	
영업이익률	-1.09	-4.47	-0.61		-3.10	-2.78	5.69	
순이익률	-1.00	-11.44	-3.75		-10.56	-7.65	4.71	
ROE(%)	-1.32	-26.68	-11.10		-28.83	-33.61	-11.10	
ROA(%)	-1.14	-12.66	-4.36		-11.31	-12.15	-4.36	
부채비율	172.59	255.96	305.43		345.88	357.61	305.43	
자본유보율	1,828.19	1,192.98	973.41		972.35	858.83	973.41	
EPS(원)	-137	-2,706	-942		-806	-567	585	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	11,920	9,511	8,415		8,386	7,760	8,415	
PBR(배)	0.29	0.65	0.43		0.60	0.53	0.43	
현금DPS(원)	150	150	150		0	0	150	
현금배당수익률	4.37	2.42	4.17					
현금배당성향(%)	-103.68	-5.25	-15.08		0.00	0.00	24.27	
발행주식수(보통주)	14,625,466	14,625,466	14,625,466		14,625,466	14,625,466	14,625,466	
