	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,344	2,390	2,656		619	657	832	
영업이익	15	-49	26		-1	1	33	
영업이익(발표기준)	15	-49	26		-1	1	33	
세전계속사업이익	-552	-350	3		-5	-5	26	
당기순이익	-575	-355	-2		-6	-9	25	
당기순이익(지배)	-608	-361	-20		-9	-10	14	
당기순이익(비지배)	33							
자산총계	3,581	3,239	3,290		3,312	3,248	3,290	
부채총계	1,925	1,859	1,867		1,899	1,844	1,867	
자본총계	1,656	1,379	1,423		1,413	1,404	1,423	
자본총계(지배)	1,050	808	795		796	786	795	
자본총계(비지배)	606							
자본금	419	424	426		426	426	426	
영업활동현금흐름	143	104	140		32	48	80	
투자활동현금흐름	-77	-167	-54		-25	9	42	
재무활동현금흐름	118	8	-79		-58	-36	2	
CAPEX	78	94	56		22	22	5	
FCF	65	10	84		10	25	75	
이자발생부채	1,321	1,291	1,272		1,327	1,302	1,272	
영업이익률	0.65	-2.06	0.96		-0.15	0.18	3.91	
순이익률	-24.55	-14.83	-0.08		-1.00	-1.32	3.05	
ROE(%)	-45.91	-38.92	-2.44		-38.28	-35.39	-2.44	
ROA(%)	-15.44	-10.40	-0.07		-9.87	-8.98	-0.07	
부채비율	116.27	134.78	131.23		134.38	131.39	131.23	
자본유보율	183.22	97.26	93.48		93.88	91.49	93.48	
EPS(원)	-746	-428	-23		-11	-11	16	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,264	960	942		944	931	942	
PBR(배)	1.48	1.35	1.43		1.44	1.28	1.43	
현금DPS(원)	50							
현금배당수익률	2.67							
현금배당성향(%)	-1.64	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	83,796,067	84,850,378	85,113,017		85,113,017	85,113,017	85,113,017	
