	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	451	478	518		136	128	138	
영업이익	27	12	41		25	3	19	
영업이익(발표기준)	27	12	41		25	3	19	
세전계속사업이익	73	106	122		57	20	115	
당기순이익	80	121	112		55	20	112	
당기순이익(지배)	81	122	112		55	20	112	
당기순이익(비지배)	-2							
자산총계	1,820	1,962	2,102		2,052	2,102	2,191	
부채총계	64	70	102		65	102	73	
자본총계	1,756	1,892	2,000		1,987	2,000	2,118	
자본총계(지배)	1,802	1,939	2,023		2,034	2,023	2,141	
자본총계(비지배)	-46							
자본금	45	45	45		45	45	45	
영업활동현금흐름	13	82	73		11	19	19	
투자활동현금흐름	189	54	-81		-47	38	-58	
재무활동현금흐름	-86		-1		0	0	0	
CAPEX	21	40	85		42	2	30	
FCF	-7	42	-12		-31	17	-10	
이자발생부채	14	15	17		18	17	18	
영업이익률	5.95	2.44	7.89		18.32	2.22	13.83	
순이익률	17.67	25.32	21.68		40.12	15.35	80.95	
ROE(%)	4.62	6.49	5.67		4.86	5.67	10.21	
ROA(%)	4.36	6.39	5.52		4.77	5.52	10.03	
부채비율	3.66	3.73	5.09		3.26	5.09	3.44	
자본유보율	6,208.39	6,482.83	6,661.88		6,686.82	6,661.88	6,908.03	
EPS(원)	357	535	495		241	87	492	
PER(배)	22.36	8.44	15.46		13.76	15.46	5.33	
BPS(원)	9,031	9,716	10,136		10,194	10,136	10,727	
PBR(배)	0.88	0.46	0.75		0.57	0.75	0.46	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	22,718,501	22,718,501	22,718,501		22,718,501	22,718,501	22,718,501	
