	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	540	554	516		117	132	137	
영업이익	31	21	21		5	3	7	
영업이익(발표기준)	31	21	21		5	3	7	
세전계속사업이익	31	20	22		5	3	8	
당기순이익	25	21	22		5	4	8	
당기순이익(지배)	25	21	22		5	4	8	
당기순이익(비지배)								
자산총계	608	607	627		615	627	644	
부채총계	191	173	180		170	180	195	
자본총계	418	434	447		444	447	448	
자본총계(지배)	418	434	447		444	447	448	
자본총계(비지배)								
자본금	60	60	60		60	60	60	
영업활동현금흐름	35	33	39		18	-4	22	
투자활동현금흐름	-43	-57	-30		-3	-15	-4	
재무활동현금흐름	15	3	-10		-1	-5	-3	
CAPEX	52	64	26		2	13	7	
FCF	-17	-31	13		16	-17	15	
이자발생부채	76	87	85		89	85	89	
영업이익률	5.79	3.87	4.17		3.93	2.51	4.91	
순이익률	4.54	3.77	4.27		4.58	3.32	6.05	
ROE(%)	5.99	4.91	5.00		4.46	5.00	5.26	
ROA(%)	4.23	3.44	3.57		3.13	3.57	3.63	
부채비율	45.61	39.84	40.15		38.33	40.15	43.53	
자본유보율	594.66	621.45	643.99		638.94	643.99	645.92	
EPS(원)	205	177	186		45	37	70	
PER(배)	18.39	20.51	15.76		16.75	15.76	9.54	
BPS(원)	3,525	3,661	3,776		3,750	3,776	3,785	
PBR(배)	1.07	0.99	0.78		0.73	0.78	0.49	
현금DPS(원)	60	60	60		0	60		
현금배당수익률	1.59	1.66	2.05					
현금배당성향(%)	28.96	33.99	32.28		0.00	161.65		
발행주식수(보통주)	11,847,232	11,847,232	11,847,232		11,847,232	11,847,232	11,847,232	
