	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	428	461	702	885	176	226	181	232
영업이익	54	56	92	122	18	21	26	32
영업이익(발표기준)	54	56	92		18	21	26	
세전계속사업이익	56	53	85	123	15	16	31	27
당기순이익	54	51	74	110	11	16	27	
당기순이익(지배)	57	46	72	96	12	16	27	23
당기순이익(비지배)	-3							
자산총계	706	777	963	1,018	958	963	988	
부채총계	158	192	318	269	326	318	335	
자본총계	548	585	645	749	632	645	653	
자본총계(지배)	548	580	638	728	625	638	646	
자본총계(비지배)	-1							
자본금	18	18	36	18	36	36	36	
영업활동현금흐름	111	2	324	95	27	102	-2	
투자활동현금흐름	-90	-42	-177	-13	-98	-39	-61	
재무활동현금흐름	-6	18	0	-22	0	37	-3	
CAPEX	13	14	35	0	7	14	11	
FCF	99	-11	290	95	20	88	-14	
이자발생부채	0	32	18		3	18	18	
영업이익률	12.56	12.14	13.17	13.79	10.50	9.12	14.55	13.79
순이익률	12.62	10.98	10.48	12.43	6.47	7.18	14.78	
ROE(%)	10.76	8.23	11.74	14.06	12.26	11.74	13.42	
ROA(%)	7.72	6.83	8.46	11.11	9.10	8.46	8.95	
부채비율	28.85	32.81	49.40	35.91	51.53	49.40	51.26	
자본유보율	2,941.37	3,149.42	1,712.14		1,667.82	1,712.14	1,744.07	
EPS(원)	779	639	984	1,321	166	222	368	316
PER(배)	26.94	19.52	19.77	17.53	19.17	19.77	15.27	
BPS(원)	7,578	8,038	8,865	10,149	8,682	8,865	9,006	
PBR(배)	2.77	1.55	2.19	2.28	2.21	2.19	1.93	
현금DPS(원)	156	106	210	210	0	210		
현금배당수익률	0.74	0.85	1.08	0.91				
현금배당성향(%)	19.87	16.32	21.13	15.90	0.00	93.81		
발행주식수(보통주)	7,268,487	7,268,487	7,268,487		7,268,487	7,268,487	7,268,487	
