	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	4,279	3,969	4,408		1,185	952	1,063	
영업이익	224	89	278		60	58	50	
영업이익(발표기준)	224	89	278		60	58	50	
세전계속사업이익	94	-128	150		38	13	49	
당기순이익	107	-112	138		10	78	39	
당기순이익(지배)	109	-112	138		10	78	39	
당기순이익(비지배)	-2							
자산총계	5,073	5,607	6,547		6,576	6,547	6,688	
부채총계	3,630	3,920	4,534		4,615	4,534	4,597	
자본총계	1,443	1,688	2,013		1,961	2,013	2,091	
자본총계(지배)	1,439	1,688	2,013		1,961	2,013	2,091	
자본총계(비지배)	4							
자본금	66	149	183		178	183	183	
영업활동현금흐름	370	971	617		152	189	102	
투자활동현금흐름	-757	-833	-717		-368	-74	-196	
재무활동현금흐름	362	48	325		236	107	-190	
CAPEX	744	849	812		352	164	201	
FCF	-374	121	-195		-200	24	-99	
이자발생부채	2,757	2,619	3,075		2,833	3,075	2,963	
영업이익률	5.24	2.24	6.31		5.04	6.15	4.73	
순이익률	2.50	-2.82	3.13		0.83	8.18	3.67	
ROE(%)	7.79	-7.17	7.46		-0.49	7.46	7.71	
ROA(%)	2.08	-2.10	2.27		-0.15	2.27	2.34	
부채비율	251.64	232.28	225.23		235.33	225.23	219.80	
자본유보율	2,038.19	1,009.74	966.74		940.77	966.74	988.07	
EPS(원)	508	-420	423		29	215	107	
PER(배)	7.44	N/A	6.14		N/A	6.14	4.05	
BPS(원)	6,678	5,676	5,499		5,522	5,499	5,713	
PBR(배)	0.57	0.36	0.47		0.50	0.47	0.31	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	21,541,949	29,732,585	36,607,422		35,512,978	36,607,422	36,607,422	
