	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,064	1,025	1,140		294	299	318	
영업이익	10	-80	-45		-45	35	-27	
영업이익(발표기준)	10	-80	-45		-45	35	-27	
세전계속사업이익	78	-33	-66		-122	168	-255	
당기순이익	78	-33	-76		-122	162	-255	
당기순이익(지배)	78	-31	-76		-121	160	-254	
당기순이익(비지배)								
자산총계	990	3,863	4,049		3,546	4,049	3,795	
부채총계	462	1,650	705		657	705	706	
자본총계	528	2,212	3,344		2,889	3,344	3,090	
자본총계(지배)	528	2,191	3,338		2,874	3,338	3,084	
자본총계(비지배)								
자본금	138	186	240		239	240	240	
영업활동현금흐름	-3	-111	-124		-204	93	21	
투자활동현금흐름	22	-1,620	541		135	190	-142	
재무활동현금흐름	74	1,765	-218		-504	-52	-8	
CAPEX	3	4	61		5	37	84	
FCF	-6	-115	-184		-209	55	-63	
이자발생부채	114	937	120		87	120	109	
영업이익률	0.93	-7.77	-3.93		-15.31	11.54	-8.41	
순이익률	7.29	-3.22	-6.63		-41.62	54.06	-80.03	
ROE(%)	19.28	-2.25	-2.75		-15.23	-2.75	-8.77	
ROA(%)	8.54	-1.36	-1.91		-9.80	-1.91	-6.86	
부채비율	87.44	74.59	21.08		22.76	21.08	22.84	
자본유보율	282.46	1,100.00	1,207.36		1,141.19	1,207.36	1,101.29	
EPS(원)	304	-102	-171		-259	339	-539	
PER(배)	25.51	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,855	6,036	7,094		6,136	7,094	6,553	
PBR(배)	4.17	2.85	3.91		1.55	3.91	3.11	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	28,480,378	36,298,625	47,057,453		46,842,283	47,057,453	47,070,453	
