	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	31	14	39		7	10	19	
영업이익	-28	-30	-20		-4	-5	-4	
영업이익(발표기준)	-28	-30	-20		-4	-5	-4	
세전계속사업이익	-30	-34	-15		-6	-6	3	
당기순이익	-30	-34	-15		-6	-6	3	
당기순이익(지배)	-30	-34	-15		-6	-6	3	
당기순이익(비지배)								
자산총계	41	71	64		62	74	64	
부채총계	38	32	35		34	52	35	
자본총계	2	39	29		28	22	29	
자본총계(지배)	2	39	29		28	22	29	
자본총계(비지배)								
자본금	20	24	24		24	24	24	
영업활동현금흐름	-4	-22	-13		-1	-2	0	
투자활동현금흐름	-2	2	-8		-1	-2	-4	
재무활동현금흐름	12	62	9		0	15	-5	
CAPEX	0	0	7		1	2	3	
FCF	-4	-22	-20		-1	-4	-4	
이자발생부채	31	22	27		22	44	27	
영업이익률	-87.97	-218.42	-49.58		-60.16	-52.54	-23.24	
순이익률	-96.97	-245.50	-37.03		-79.54	-62.64	17.88	
ROE(%)	-242.10	-164.16	-42.96		-181.26	-263.17	-42.96	
ROA(%)	-61.51	-60.81	-21.62		-66.86	-62.56	-21.62	
부채비율	1,664.39	82.06	121.19		123.42	236.46	121.19	
자본유보율	-34.88	107.82	58.82		58.27	31.99	58.82	
EPS(원)	-775	-805	-309		-121	-131	70	
PER(배)		N/A	N/A		N/A	N/A	N/A	
BPS(원)	57	826	604		589	462	604	
PBR(배)	0.00	11.12	10.95		22.42	17.84	10.95	
현금DPS(원)	0	0			0	0		
현금배당수익률		0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	4,028,428	4,733,428	4,733,428		4,733,428	4,733,428	4,733,428	
