	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,420	1,446	1,492		386	339	378	
영업이익	128	135	147		40	32	46	
영업이익(발표기준)	128	135	147		40	32	46	
세전계속사업이익	120	133	145		41	31	44	
당기순이익	112	107	118		29	25	38	
당기순이익(지배)	112	107	118		29	25	38	
당기순이익(비지배)								
자산총계	1,424	1,478	1,582		1,575	1,534	1,582	
부채총계	716	672	679		722	652	679	
자본총계	708	806	903		853	881	903	
자본총계(지배)	708	806	903		853	881	903	
자본총계(비지배)								
자본금	44	88	88		88	88	88	
영업활동현금흐름	70	89	152		59	33	24	
투자활동현금흐름	-83	-48	-121		-69	-18	-18	
재무활동현금흐름	-21	-19	-44		-18	-33	-10	
CAPEX	33	47	65		14	18	17	
FCF	37	43	87		45	15	7	
이자발생부채	431	422	387		423	396	387	
영업이익률	9.03	9.32	9.84		10.46	9.46	12.15	
순이익률	7.91	7.40	7.88		7.45	7.51	9.97	
ROE(%)	17.21	14.13	13.76		13.97	12.87	13.76	
ROA(%)	7.95	7.37	7.68		7.35	7.08	7.68	
부채비율	101.13	83.42	75.22		84.59	74.00	75.22	
자본유보율	1,495.96	809.96	916.80		859.03	887.79	916.80	
EPS(원)	638	608	668		163	145	214	
PER(배)	7.87	12.34	7.09		10.16	9.06	7.09	
BPS(원)	4,024	4,577	5,130		4,849	5,008	5,130	
PBR(배)	1.25	1.64	0.92		1.33	1.10	0.92	
현금DPS(원)	50	60	60		0	0	60	
현금배당수익률	1.00	0.80	1.27					
현금배당성향(%)	7.83	9.87	8.98		0.00	0.00	28.02	
발행주식수(보통주)	17,600,000	17,600,000	17,600,000		17,600,000	17,600,000	17,600,000	
