	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	16,116	14,390	11,739		2,886	2,991	2,436	
영업이익	80	-274	229		70	19	52	
영업이익(발표기준)	80	-274	229		70	19	52	
세전계속사업이익	-320	-543	419		46	51	249	
당기순이익	-317	-462	203		63	37	59	
당기순이익(지배)	-317	-471	196		57	41	57	
당기순이익(비지배)								
자산총계	12,060	10,571	10,221		11,596	11,343	10,221	
부채총계	7,589	6,560	6,024		7,463	7,191	6,024	
자본총계	4,471	4,011	4,198		4,133	4,152	4,198	
자본총계(지배)	4,323	3,799	3,984		3,912	3,935	3,984	
자본총계(비지배)	148							
자본금	120	120	120		120	120	120	
영업활동현금흐름	-1,497	1,269	794		33	522	212	
투자활동현금흐름	-709	-446	-1,695		-784	-7	-732	
재무활동현금흐름	1,486	-756	605		617	-259	32	
CAPEX	159	115	149		21	46	38	
FCF	-1,656	1,155	645		13	476	174	
이자발생부채	3,691	3,049	3,948		3,940	3,701	3,948	
영업이익률	0.50	-1.90	1.95		2.41	0.63	2.12	
순이익률	-1.97	-3.21	1.73		2.20	1.25	2.44	
ROE(%)	-7.02	-11.59	5.04		-9.44	-4.05	5.04	
ROA(%)	-2.85	-4.08	1.95		-3.46	-1.56	1.95	
부채비율	169.74	163.57	143.50		180.57	173.19	143.50	
자본유보율	3,725.72	3,341.24	3,492.49		3,423.49	3,459.69	3,492.49	
EPS(원)	-1,324	-1,969	820		239	173	238	
PER(배)	N/A	N/A	6.34		N/A	N/A	6.34	
BPS(원)	18,744	16,471	17,276		16,961	17,061	17,276	
PBR(배)	0.48	0.33	0.30		0.42	0.31	0.30	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	23,911,798	23,911,798	23,911,798		23,911,798	23,911,798	23,911,798	
