	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	635	564	671		147	313	65	
영업이익	-32	-29	40		40	38	-8	
영업이익(발표기준)	-32	-29	40		40	38	-8	
세전계속사업이익	-54	-34	36		42	27	0	
당기순이익	-55	-33	35		42	28	0	
당기순이익(지배)	-48	-33	33		32	28	-1	
당기순이익(비지배)	-8							
자산총계	701	562	668		722	668	742	
부채총계	351	245	321		399	321	395	
자본총계	350	316	347		323	347	347	
자본총계(지배)	324	291	320		296	320	319	
자본총계(비지배)	26							
자본금	73	73	73		73	73	73	
영업활동현금흐름	6	-46	82		-34	98	-14	
투자활동현금흐름	-4	-11	12		-63	69	-19	
재무활동현금흐름	-2	-26	-27		26	-46	5	
CAPEX	5	3	70		53	1	2	
FCF	1	-49	13		-86	97	-15	
이자발생부채	75	114	172		148	172	162	
영업이익률	-5.09	-5.19	5.96		27.56	12.28	-12.92	
순이익률	-8.73	-5.90	5.22		28.86	9.05	0.18	
ROE(%)	-13.79	-10.68	10.87		-5.04	10.83	19.72	
ROA(%)	-7.67	-5.27	5.69		-1.80	5.67	10.62	
부채비율	100.44	77.56	92.53		123.61	92.53	113.90	
자본유보율	361.26	373.16	403.36		380.14	403.36	401.30	
EPS(원)	-327	-225	228		222	189	-9	
PER(배)	N/A	N/A	9.18		N/A	9.21	4.96	
BPS(원)	2,256	2,022	2,229		2,061	2,229	2,220	
PBR(배)	1.28	1.36	0.94		1.17	0.94	0.88	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	14,577,340	14,577,340	14,577,340		14,577,340	14,577,340	14,577,340	
