	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	2,363	2,232	2,047		523	533	542	
영업이익	79	57	120		41	38	35	
영업이익(발표기준)	79	57	120		41	38	35	
세전계속사업이익	108	71	135		43	44	37	
당기순이익	87	59	100		26	36	29	
당기순이익(지배)	87	59	100		26	36	29	
당기순이익(비지배)								
자산총계	1,653	1,625	1,634		1,594	1,634	1,718	
부채총계	568	501	431		425	431	510	
자본총계	1,084	1,124	1,203		1,169	1,203	1,209	
자본총계(지배)	1,084	1,124	1,203		1,169	1,203	1,209	
자본총계(비지배)								
자본금	78	78	78		78	78	78	
영업활동현금흐름	29	97	189		58	49	52	
투자활동현금흐름	-36	-91	-69		-4	-31	-40	
재무활동현금흐름	33	-45	-102		-44	3	-4	
CAPEX	89	89	71		3	30	40	
FCF	-60	8	118		55	19	12	
이자발생부채	314	290	231		228	231	227	
영업이익률	3.36	2.54	5.84		7.85	7.20	6.38	
순이익률	3.69	2.63	4.88		4.97	6.83	5.34	
ROE(%)	8.29	5.32	8.58		6.86	8.58	9.45	
ROA(%)	5.40	3.58	6.12		4.70	6.12	6.53	
부채비율	52.41	44.54	35.82		36.35	35.82	42.16	
자본유보율	1,297.02	1,346.43	1,446.90		1,403.99	1,446.90	1,454.58	
EPS(원)	557	375	638		166	233	185	
PER(배)	7.50	10.67	6.67		7.99	6.67	5.62	
BPS(원)	7,090	7,351	7,864		7,646	7,864	7,903	
PBR(배)	0.59	0.54	0.54		0.52	0.54	0.50	
현금DPS(원)	140	120	150		0	150		
현금배당수익률	3.35	3.00	3.53					
현금배당성향(%)	24.59	31.26	22.99		0.00	62.97		
발행주식수(보통주)	15,637,042	15,637,042	15,637,042		15,637,042	15,637,042	15,637,042	
