	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	155,149	170,491	190,629	213,373	50,633	48,332	52,108	51,913
영업이익	5,849	4,628	1,507	2,188	1,162	-100	484	-147
영업이익(발표기준)	5,849	4,628	1,507		1,162	-100	484	
세전계속사업이익	7,997	5,850	2,821	3,878	1,318	954	636	915
당기순이익	6,279	4,762	2,238	2,842	1,124	684	445	1,053
당기순이익(지배)	6,161	4,502	2,339	2,865	1,102	808	488	928
당기순이익(비지배)	119							
자산총계	160,665	167,539	210,948	212,418	210,440	210,948	209,212	
부채총계	72,951	78,964	108,880	107,785	108,218	108,880	110,074	
자본총계	87,714	88,575	102,067	104,633	102,222	102,067	99,137	
자본총계(지배)	82,417	81,723	88,087	90,665	88,144	88,087	85,343	
자본총계(비지배)	5,297							
자본금	1,394	1,394	1,394	1,391	1,394	1,394	1,394	
영업활동현금흐름	8,982	7,698	8,158	11,440	5,958	-636	2,826	
투자활동현금흐름	-6,218	-8,168	-10,051	-5,789	-882	2,102	1,748	
재무활동현금흐름	-1,214	1,028	5,810	-2,296	-2,124	-2,592	-3,229	
CAPEX	7,228	8,946	9,548	6,544	1,985	2,956	1,139	
FCF	1,754	-1,248	-1,391	3,505	3,973	-3,592	1,686	
이자발생부채	36,593	38,186	60,358		40,228	60,358	60,416	
영업이익률	3.77	2.71	0.79	1.03	2.30	-0.21	0.93	-0.28
순이익률	4.05	2.79	1.17	1.33	2.22	1.41	0.86	2.03
ROE(%)	7.73	5.49	2.76	3.21	2.36	2.76	2.52	
ROA(%)	3.99	2.90	1.18	1.34	1.15	1.18	0.95	
부채비율	83.17	89.15	106.68	103.01	105.87	106.68	111.03	
자본유보율	4,808.41	5,029.24	5,044.76		5,039.23	5,044.76	5,034.48	
EPS(원)	22,101	16,150	8,391	10,279	3,955	2,897	1,752	3,327
PER(배)	12.26	11.30	15.20	10.65	15.55	15.20	13.82	
BPS(원)	295,780	293,291	326,681	336,241	323,534	326,681	316,506	
PBR(배)	0.92	0.62	0.39	0.33	0.35	0.39	0.34	
현금DPS(원)	1,750	2,000	2,000	1,861	0	2,000		
현금배당수익률	0.65	1.10	1.57	1.70				
현금배당성향(%)	7.91	12.38	23.06	18.11	0.00	66.77		
발행주식수(보통주)	27,875,819	27,875,819	27,875,819		27,875,819	27,875,819	27,875,819	
