	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	7,299	7,236	7,175		1,797	1,723	1,924	
영업이익	351	197	195		54	44	64	
영업이익(발표기준)	351	197	195		54	44	64	
세전계속사업이익	313	153	149		46	36	41	
당기순이익	237	111	110		35	27	29	
당기순이익(지배)	237	112	110		35	28	27	
당기순이익(비지배)	0							
자산총계	5,273	5,000	5,732		5,014	5,635	5,732	
부채총계	2,060	1,749	2,458		1,763	2,373	2,458	
자본총계	3,213	3,251	3,274		3,250	3,263	3,274	
자본총계(지배)	3,116	3,154	3,172		3,150	3,161	3,172	
자본총계(비지배)	97							
자본금	428	428	428		428	428	428	
영업활동현금흐름	29	358	141		1	157	-152	
투자활동현금흐름	-104	-76	-484		-13	-408	-18	
재무활동현금흐름	-73	-310	323		-74	252	148	
CAPEX	103	78	86		11	24	6	
FCF	-74	280	55		-10	133	-158	
이자발생부채	1,157	920	1,622		948	1,474	1,622	
영업이익률	4.80	2.72	2.71		3.03	2.57	3.31	
순이익률	3.25	1.53	1.53		1.94	1.58	1.49	
ROE(%)	7.81	3.56	3.47		2.50	2.51	3.47	
ROA(%)	4.54	2.15	2.05		1.48	1.43	2.05	
부채비율	64.13	53.81	75.07		54.25	72.72	75.07	
자본유보율	637.37	646.56	652.11		641.70	648.22	652.11	
EPS(원)	2,766	1,302	1,280		407	326	313	
PER(배)	7.27	11.44	10.51		16.11	14.54	10.51	
BPS(원)	36,995	37,475	37,702		37,435	37,571	37,702	
PBR(배)	0.54	0.40	0.36		0.40	0.36	0.36	
현금DPS(원)	750	900	900		0	0	900	
현금배당수익률	3.73	6.04	6.69					
현금배당성향(%)	26.65	67.88	69.02		0.00	0.00	281.93	
발행주식수(보통주)	8,570,000	8,570,000	8,570,000		8,570,000	8,570,000	8,570,000	
