	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	61,051	67,475	76,854	81,859	19,649	20,133	18,964	18,791
영업이익	9,300	10,392	11,764	12,439	3,118	2,410	3,337	2,944
영업이익(발표기준)	9,300	10,392	11,764		3,118	2,410	3,337	
세전계속사업이익	8,611	9,560	10,921	11,612	3,038	1,944	3,203	2,653
당기순이익	6,183	6,923	7,882	8,432	2,171	1,338	2,342	2,062
당기순이익(지배)	6,064	6,827	7,781	8,321	2,133	1,331	2,306	2,011
당기순이익(비지배)	119	95						
자산총계	47,785	52,759	64,937	71,034	64,394	64,937	65,422	
부채총계	16,967	16,819	22,566	21,996	22,844	22,566	21,930	
자본총계	30,818	35,940	42,371	49,038	41,550	42,371	43,493	
자본총계(지배)	29,962	35,121	41,467	47,965	40,645	41,467	42,551	
자본총계(비지배)	855	820						
자본금	886	886	886	888	886	886	886	
영업활동현금흐름	7,355	8,171	11,396	9,967	2,910	3,548	1,297	
투자활동현금흐름	-3,338	-4,303	-4,614	-4,353	-1,991	-1,151	-790	
재무활동현금흐름	-3,511	-3,780	-4,294	-2,758	-955	-1,050	-1,319	
CAPEX	2,842	3,563	3,261	3,715	876	1,205	1,127	
FCF	4,513	4,608	8,136	6,278	2,034	2,344	170	
이자발생부채	6,041	4,833	7,028		7,934	7,028	5,989	
영업이익률	15.23	15.40	15.31	15.20	15.87	11.97	17.60	15.67
순이익률	10.13	10.26	10.26	10.30	11.05	6.65	12.35	10.98
ROE(%)	21.94	20.98	20.32	18.61	19.93	20.32	20.00	
ROA(%)	13.33	13.77	13.39	12.40	12.99	13.39	12.94	
부채비율	55.06	46.80	53.26	44.86	54.98	53.26	50.42	
자본유보율	3,546.10	4,132.20	4,822.48		4,684.25	4,822.48	4,874.03	
EPS(원)	34,226	38,534	43,916	46,962	12,039	7,512	13,016	11,351
PER(배)	34.74	28.57	28.71	29.75	31.06	28.71	25.27	
BPS(원)	178,815	209,600	247,477	286,254	242,571	247,477	253,945	
PBR(배)	6.65	5.25	5.10	4.88	5.39	5.10	4.41	
현금DPS(원)	9,000	9,250	11,000	11,138	0	11,000		
현금배당수익률	0.76	0.84	0.87	0.80				
현금배당성향(%)	24.89	22.72	23.70	20.91	0.00	138.56		
발행주식수(보통주)	15,618,197	15,618,197	15,618,197		15,618,197	15,618,197	15,618,197	
