	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	19,843	21,422	16,233		3,730	4,653	3,585	
영업이익	1,333	2,145	1,245		242	608	286	
영업이익(발표기준)	1,333	2,145	1,245		242	608	286	
세전계속사업이익	977	2,271	847		179	282	252	
당기순이익	725	1,620	721		138	196	195	
당기순이익(지배)	720	1,621	719		137	195	198	
당기순이익(비지배)	5							
자산총계	19,054	17,784	16,510		17,257	16,510	18,011	
부채총계	15,541	13,324	11,372		12,307	11,372	12,704	
자본총계	3,513	4,460	5,138		4,950	5,138	5,307	
자본총계(지배)	3,460	4,393	5,057		4,877	5,057	5,214	
자본총계(비지배)	52							
자본금	545	579	579		579	579	579	
영업활동현금흐름	-2,028	137	-927		136	-394	676	
투자활동현금흐름	35	-363	863		111	252	25	
재무활동현금흐름	2,326	-526	924		574	-48	733	
CAPEX	10	10	61		3	10	4	
FCF	-2,038	127	-989		133	-404	672	
이자발생부채	4,748	4,370	5,842		5,863	5,842	6,685	
영업이익률	6.72	10.01	7.67		6.49	13.07	7.96	
순이익률	3.65	7.56	4.44		3.69	4.21	5.45	
ROE(%)	23.64	41.29	15.21		22.55	15.21	15.04	
ROA(%)	4.19	8.80	4.20		5.86	4.20	4.00	
부채비율	442.41	298.72	221.33		248.62	221.33	239.37	
자본유보율	455.25	600.21	709.97		683.11	709.97	737.30	
EPS(원)	6,840	14,139	6,210		1,187	1,686	1,715	
PER(배)	3.32	1.19	2.38		1.82	2.38	1.71	
BPS(원)	31,750	37,956	43,694		42,139	43,694	45,052	
PBR(배)	0.71	0.44	0.34		0.37	0.34	0.24	
현금DPS(원)	375	375	350		0	350		
현금배당수익률	1.65	2.23	2.36					
현금배당성향(%)	5.68	2.68	5.64		0.00	20.76		
발행주식수(보통주)	10,895,933	11,570,702	11,570,702		11,558,544	11,558,544	11,558,544	
