	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	609	443	705		153	250	244	
영업이익	-68	-15	-38		-4	-16	13	
영업이익(발표기준)	-68	-15	-38		-4	-16	13	
세전계속사업이익	-61	-52	-43		-3	-26	13	
당기순이익	-62	-51	-48		-3	-30	13	
당기순이익(지배)	-56	-48	-46		-2	-28	12	
당기순이익(비지배)	-6							
자산총계	551	607	618		708	618	546	
부채총계	65	160	190		229	190	134	
자본총계	485	446	427		479	427	412	
자본총계(지배)	474	435	390		440	390	407	
자본총계(비지배)	11							
자본금	99	99	107		107	107	107	
영업활동현금흐름	-79	-56	8		77	-29	25	
투자활동현금흐름	41	-151	59		-5	-13	15	
재무활동현금흐름	127	103	-42		-8	-5	-1	
CAPEX	50	96	8		12	-9	2	
FCF	-128	-153	1		64	-20	23	
이자발생부채	0	101	76		92	76	58	
영업이익률	-11.12	-3.39	-5.44		-2.67	-6.43	5.13	
순이익률	-10.15	-11.43	-6.78		-1.93	-11.85	5.26	
ROE(%)	-13.90	-10.61	-11.11		-10.33	-11.11	-6.69	
ROA(%)	-11.72	-8.75	-7.81		-7.59	-7.81	-5.24	
부채비율	13.45	35.93	44.48		47.73	44.48	32.42	
자본유보율	409.36	362.30	310.31		339.24	310.31	321.93	
EPS(원)	-164	-98	-88		-4	-53	23	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,000	917	757		854	757	792	
PBR(배)	1.05	0.87	2.10		0.91	2.10	1.89	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	49,386,635	49,386,635	53,375,996		53,375,996	53,375,996	53,375,996	
