	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	963,761	968,126	1,057,464	1,025,702	269,689	278,241	253,194	227,580
영업이익	45,747	24,222	36,055	33,800	3,785	11,644	8,638	3,854
영업이익(발표기준)	45,747	24,222	36,055		3,785	11,644	8,638	
세전계속사업이익	44,386	25,296	41,638	37,285	4,290	11,320	7,243	5,135
당기순이익	45,464	16,450	31,856	28,285	4,605	7,721	5,527	5,707
당기순이익(지배)	40,328	15,081	29,800	26,430	4,269	8,044	4,633	3,319
당기순이익(비지배)	5,136							
자산총계	1,781,995	1,806,558	1,945,122	1,965,411	1,916,699	1,945,122	1,988,508	
부채총계	1,034,421	1,067,597	1,181,465	1,183,718	1,156,447	1,181,465	1,229,242	
자본총계	747,574	738,960	763,658	781,693	760,252	763,658	759,266	
자본총계(지배)	691,035	679,740	700,658	717,233	698,407	700,658	694,389	
자본총계(비지배)	56,539							
자본금	14,890	14,890	14,890	14,890	14,890	14,890	14,890	
영업활동현금흐름	39,224	37,643	4,198	57,272	-4,517	-9,008	8,220	
투자활동현금흐름	-47,444	-24,151	-59,292	-54,849	-5,091	-25,772	-1,182	
재무활동현금흐름	21,812	-8,808	48,749	1,472	6,603	30,833	10,376	
CAPEX	30,550	32,265	35,867	32,633	8,618	10,563	11,284	
FCF	8,674	5,378	-31,669	8,750	-13,135	-19,571	-3,064	
이자발생부채	720,011	733,054	821,763		804,710	821,763	865,580	
영업이익률	4.75	2.50	3.41	3.29	1.40	4.18	3.41	1.69
순이익률	4.72	1.70	3.01	2.76	1.71	2.77	2.18	2.51
ROE(%)	5.92	2.20	4.32	3.73	2.95	4.32	3.80	
ROA(%)	2.55	0.92	1.70	1.45	1.19	1.70	1.46	
부채비율	138.37	144.47	154.71	151.43	152.11	154.71	161.90	
자본유보율	4,804.16	4,747.59	4,865.48		4,810.90	4,865.48	4,842.04	
EPS(원)	14,127	5,352	10,761	9,544	1,542	2,905	1,673	1,198
PER(배)	11.04	22.14	11.20	9.90	18.14	11.20	9.40	
BPS(원)	257,222	256,422	267,549	275,585	265,525	267,549	266,807	
PBR(배)	0.61	0.46	0.45	0.34	0.50	0.45	0.33	
현금DPS(원)	4,000	4,000	4,000	3,843	0	3,000		
현금배당수익률	2.56	3.38	3.32	4.07				
현금배당성향(%)	26.77	70.70	35.35	31.07	0.00	98.27		
발행주식수(보통주)	220,276,479	213,668,187	213,668,187		213,668,187	213,668,187	213,668,187	
