	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,185	1,097	714		191	248	92	
영업이익	-43	-87	-35		21	58	44	
영업이익(발표기준)	-43	-87	-35		21	58	44	
세전계속사업이익	-381	-35	-185		84	-13	-120	
당기순이익	-434	-58	-202		76	-12	-120	
당기순이익(지배)	-385	-100	-172		60	-28	-86	
당기순이익(비지배)	-49							
자산총계	3,850	2,300	1,500		2,252	2,043	1,500	
부채총계	2,796	1,691	1,219		1,607	1,499	1,219	
자본총계	1,054	609	280		645	544	280	
자본총계(지배)	80	109	107		156	21	107	
자본총계(비지배)	974							
자본금	95	106	106		106	106	106	
영업활동현금흐름	-59	-294	224		6	52	4	
투자활동현금흐름	-939	1,433	-30		-125	131	18	
재무활동현금흐름	1,217	-1,339	-119		112	-108	-79	
CAPEX	24		10		1	2	4	
FCF	-83	-294	214		6	50	0	
이자발생부채	1,893	820	581		987	664	581	
영업이익률	-3.61	-7.96	-4.86		10.92	23.21	48.49	
순이익률	-36.60	-5.31	-28.28		39.67	-5.00	-131.13	
ROE(%)	-203.53	-105.84	-159.31		40.81	-123.35	-159.31	
ROA(%)	-14.23	-1.89	-10.63		4.23	-3.74	-10.63	
부채비율	265.42	277.52	434.64		249.01	275.40	434.64	
자본유보율	-20.69	9.31	5.33		10.68	-100.25	5.33	
EPS(원)	-2,535	-479	-814		285	-133	-406	
PER(배)	N/A	N/A	N/A		1.25	N/A	N/A	
BPS(원)	420	519	510		742	98	510	
PBR(배)	18.99	0.30	0.30		0.21	1.59	0.30	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	19,086,234	21,160,409	21,160,409		21,160,409	21,160,409	21,160,409	
