	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	404	510	782		148	235	270	
영업이익	35	16	26		2	2	9	
영업이익(발표기준)	35	16	26		2	2	9	
세전계속사업이익	29	-220	169		181	79	-43	
당기순이익	23	-321	166		72	75	66	
당기순이익(지배)	23	-321	117		72	86	6	
당기순이익(비지배)								
자산총계	2,670	3,952	6,544		4,342	6,543	6,544	
부채총계	1,174	1,996	1,275		1,529	1,139	1,275	
자본총계	1,496	1,955	5,270		2,813	5,404	5,270	
자본총계(지배)	1,496	1,955	3,033		2,813	2,847	3,033	
자본총계(비지배)								
자본금	249	460	769		755	757	769	
영업활동현금흐름	81	-15	-11		-13	-30	14	
투자활동현금흐름	-844	-2,100	-1,514		-621	-65	-1,006	
재무활동현금흐름	1,880	1,593	1,642		698	410	536	
CAPEX	1	40	79		24	27	8	
FCF	80	-55	-90		-37	-57	7	
이자발생부채	986	1,695	850		1,293	886	850	
영업이익률	8.71	3.08	3.28		1.68	0.94	3.29	
순이익률	5.80	-62.90	21.18		48.50	31.88	24.60	
ROE(%)		-18.61	4.70		-8.93	-2.65	4.70	
ROA(%)		-9.70	3.16		-5.03	-1.30	3.16	
부채비율	78.52	102.11	24.19		54.35	21.07	24.19	
자본유보율	501.31	354.59	330.60		316.66	262.18	330.60	
EPS(원)	117	-632	86		51	57	4	
PER(배)	111.39	N/A	31.85		N/A	N/A	31.85	
BPS(원)	3,005	2,127	1,973		1,863	1,880	1,973	
PBR(배)	4.33	3.67	1.38		1.47	0.97	1.38	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	49,774,786	91,901,849	153,725,636		150,992,055	151,406,419	153,725,636	
