	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,049	1,080	1,160		295	281	276	
영업이익	110	108	91		34	26	24	
영업이익(발표기준)	110	108	91		34	26	24	
세전계속사업이익	112	124	109		38	31	23	
당기순이익	84	98	84		29	24	17	
당기순이익(지배)	84	98	84		29	24	17	
당기순이익(비지배)								
자산총계	1,662	1,718	2,387		1,751	1,773	2,295	
부채총계	320	329	936		328	330	835	
자본총계	1,342	1,389	1,451		1,423	1,443	1,460	
자본총계(지배)	1,342	1,389	1,451		1,423	1,443	1,460	
자본총계(비지배)								
자본금	108	108	108		108	108	108	
영업활동현금흐름	84	149	164		27	62	66	
투자활동현금흐름	-37	-115	-786		-92	15	-703	
재무활동현금흐름	-28	6	450		-28	-2	491	
CAPEX	55	80	107		2	31	15	
FCF	30	69	57		26	31	51	
이자발생부채	91	124	640		114	123	614	
영업이익률	10.48	10.03	7.84		11.61	9.34	8.57	
순이익률	7.99	9.11	7.20		9.81	8.40	6.08	
ROE(%)	6.37	7.21			7.36	7.24	6.46	
ROA(%)	5.11	5.82			5.93	5.87	4.59	
부채비율	23.81	23.69	64.48		23.09	22.85	57.21	
자본유보율	929.66	998.68	1,325.37		1,031.97	1,051.17	1,065.08	
EPS(원)	3,892	4,567	3,876		1,341	1,094	778	
PER(배)	13.31	10.26	11.75		9.67	9.60	10.66	
BPS(원)	72,659	75,369	79,015		77,472	78,571	79,481	
PBR(배)	0.71	0.62	0.58		0.59	0.58	0.57	
현금DPS(원)	1,400	1,350	1,350		500	0	850	
현금배당수익률	2.70	2.88	2.96					
현금배당성향(%)	30.93	25.31	29.69		31.79	0.00	93.08	
발행주식수(보통주)	2,154,379	2,154,379	2,154,379		2,154,379	2,154,379	2,154,379	
