	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,334	3,663	3,754	3,810	1,033	1,066	880	830
영업이익	427	350	416	470	143	166	83	50
영업이익(발표기준)	427	350	416		143	166	83	
세전계속사업이익	361	275	360	440	122	155	78	
당기순이익	279	214	284	340	96	122	62	29
당기순이익(지배)	279	214	284	340	96	122	62	29
당기순이익(비지배)								
자산총계	4,974	5,460	5,639	5,650	5,818	5,803	5,639	
부채총계	2,516	2,805	2,776	2,550	3,134	2,998	2,776	
자본총계	2,458	2,654	2,862	3,100	2,683	2,805	2,862	
자본총계(지배)	2,458	2,654	2,862	3,100	2,683	2,805	2,862	
자본총계(비지배)								
자본금	710	710	710	710	710	710	710	
영업활동현금흐름	541	425	618	700	138	248	458	
투자활동현금흐름	-166	-706	-261	20	-103	-32	-84	
재무활동현금흐름	-299	199	-169	-300	-40	-125	-139	
CAPEX	159	704	259	60	103	32	83	
FCF	382	-279	359		36	215	375	
이자발생부채	1,966	2,178	2,188		2,443	2,247	2,188	
영업이익률	12.79	9.56	11.08	12.34	13.79	15.60	9.46	6.08
순이익률	8.38	5.85	7.56	8.92	9.29	11.45	7.00	3.49
ROE(%)	12.05	8.38	10.29	11.40	8.74	9.97	10.29	
ROA(%)	5.65	4.11	5.12	6.02	4.17	4.73	5.12	
부채비율	102.38	105.69	97.00	82.26	116.80	106.85	97.00	
자본유보율	245.92	273.59	302.85		277.69	294.84	302.85	
EPS(원)	1,966	1,507	1,998	2,393	676	859	433	204
PER(배)	10.30	11.15	7.88	7.31	10.79	8.58	7.88	
BPS(원)	17,296	18,679	20,142	21,816	18,885	19,742	20,142	
PBR(배)	1.17	0.90	0.78	0.80	0.92	0.83	0.78	
현금DPS(원)	0	500	750	800	0	0	750	
현금배당수익률	0.00	2.98	4.76	4.57				
현금배당성향(%)	0.00	33.17	37.55	33.43	0.00	0.00	173.03	
발행주식수(보통주)	14,209,804	14,209,804	14,209,804		14,209,804	14,209,804	14,209,804	
