	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	32	39	18	29	4	4	4	
영업이익	-48	-79	-127	-141	-33	-39	-32	
영업이익(발표기준)	-48	-79	-127		-33	-39	-32	
세전계속사업이익	-45	-37	-176	-138	-18	-38	-99	
당기순이익	-44	-37	-177	-139	-19	-37	-100	
당기순이익(지배)	-44	-37	-177	-139	-19	-37	-100	
당기순이익(비지배)								
자산총계	530	718	610	695	652	616	610	
부채총계	41	267	329	460	245	241	329	
자본총계	489	451	281	235	407	375	281	
자본총계(지배)	489	451	281	235	407	375	281	
자본총계(비지배)								
자본금	38	77	77	77	77	77	77	
영업활동현금흐름	-56	-42	-96	-101	-21	-32	-30	
투자활동현금흐름	33	-205	92	-24	38	39	3	
재무활동현금흐름	-1	255	10	100	-20	0	30	
CAPEX	218	101	50	0	18	3	22	
FCF	-275	-143	-146	-107	-39	-35	-52	
이자발생부채	20	239	292		205	205	292	
영업이익률	-148.47	-204.72	-705.31	-486.21	-933.86	-982.07	-723.85	
순이익률	-137.68	-96.48	-983.70	-479.31	-546.50	-933.94	-2,239.10	
ROE(%)	-8.67	-7.92	-48.42	-53.89	-16.27	-20.23	-48.42	
ROA(%)	-7.98	-5.97	-26.69	-21.30	-10.23	-12.46	-26.69	
부채비율	8.38	59.12	117.14	195.74	60.19	64.40	117.14	
자본유보율	1,182.15	484.88	249.44		426.87	383.47	249.44	
EPS(원)	-309	-245	-1,156	-907	-126	-240	-649	
PER(배)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
BPS(원)	3,261	2,943	1,833	1,533	2,655	2,445	1,833	
PBR(배)	10.12	8.29	10.67	11.41	6.08	4.91	10.67	
현금DPS(원)	0			0				
현금배당수익률	0.00			0.00				
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	14,836,368	15,326,500	15,326,500		15,326,500	15,326,500	15,326,500	
