	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,825	1,493	1,375		341	332	311	
영업이익	-181	-87	-305		-42	-73	-106	
영업이익(발표기준)	-181	-87	-305		-42	-73	-106	
세전계속사업이익	-151	-291	-403		-74	-113	-101	
당기순이익	-130	-233	-403		-74	-113	-101	
당기순이익(지배)	-120	-233	-403		-74	-113	-101	
당기순이익(비지배)	-10							
자산총계	4,135	3,640	3,265		3,538	3,373	3,265	
부채총계	2,646	2,390	2,421		2,477	2,425	2,421	
자본총계	1,489	1,250	845		1,061	948	845	
자본총계(지배)	1,489	1,250	845		1,061	948	845	
자본총계(비지배)								
자본금	84	84	84		84	84	84	
영업활동현금흐름	-115	-122	-89		-21	62	-70	
투자활동현금흐름	470	286	55		0	3	52	
재무활동현금흐름	-363	-173	33		18	-78	19	
CAPEX	2	5	0		0	0	0	
FCF	-116	-127	-90		-21	62	-70	
이자발생부채	2,075	1,907	1,943		2,005	1,926	1,943	
영업이익률	-9.95	-5.84	-22.18		-12.41	-22.08	-34.16	
순이익률	-7.15	-15.57	-29.28		-21.76	-33.96	-32.46	
ROE(%)	-7.76	-16.98	-38.44		-26.49	-34.67	-38.44	
ROA(%)	-2.90	-5.98	-11.66		-8.96	-11.12	-11.66	
부채비율	177.71	191.25	286.54		233.49	255.74	286.54	
자본유보율	1,512.50	1,298.52	817.40		1,073.48	938.60	817.40	
EPS(원)	-7,169	-13,840	-23,962		-4,412	-6,706	-6,004	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	130,677	109,682	74,136		93,093	83,205	74,136	
PBR(배)	0.15	0.16	0.21		0.19	0.20	0.21	
현금DPS(원)	500							
현금배당수익률	2.59							
현금배당성향(%)	-4.73	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	1,680,000	1,680,000	1,680,000		1,680,000	1,680,000	1,680,000	
