	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	14,877	15,986	22,622	24,174	6,403	5,713	6,577	5,703
영업이익	635	46	436	512	351	5	116	39
영업이익(발표기준)	635	46	436		351	5	116	
세전계속사업이익	1,181	301	819	940	472	207	56	115
당기순이익	979	252	871	692	445	191	162	60
당기순이익(지배)	956	251	858	775	436	191	168	62
당기순이익(비지배)	11							
자산총계	15,914	17,304	22,736	21,565	21,977	22,657	22,736	
부채총계	5,761	7,076	8,949	8,544	8,378	8,771	8,949	
자본총계	10,153	10,228	13,787	13,022	13,599	13,886	13,787	
자본총계(지배)	10,020	10,056	13,605	12,822	13,415	13,691	13,605	
자본총계(비지배)	121							
자본금	169	169	241	223	241	241	241	
영업활동현금흐름	1,512	530	-410	1,557	-696	-386	260	
투자활동현금흐름	-1,238	-589	213	-286	64	278	70	
재무활동현금흐름	-353	-38	457	-254	67	258	41	
CAPEX	641	756	1,173	708	235	139	550	
FCF	872	-226	-1,584	380	-930	-525	-290	
이자발생부채	2,202	2,346	2,801		2,503	2,818	2,801	
영업이익률	4.27	0.29	1.93	2.12	5.48	0.09	1.76	0.69
순이익률	6.58	1.57	3.85	2.86	6.95	3.34	2.47	1.05
ROE(%)	9.87	2.50	7.25	5.87	4.33	4.97	7.25	
ROA(%)	6.07	1.52	4.35	3.12	2.64	2.96	4.35	
부채비율	56.75	69.18	64.91	65.61	61.60	63.16	64.91	
자본유보율	5,923.63	5,972.99	5,691.15		5,593.81	5,691.55	5,691.15	
EPS(원)	2,824	743	1,921	1,608	904	396	348	128
PER(배)	8.68	26.87	9.45	8.58	17.77	17.00	9.45	
BPS(원)	29,589	29,693	29,291	27,667	28,881	29,477	29,291	
PBR(배)	0.83	0.67	0.62	0.50	0.82	0.81	0.62	
현금DPS(원)	400	400	400	470	0	0	400	
현금배당수익률	1.63	2.01	2.20	3.41				
현금배당성향(%)	14.17	53.87	21.65	29.23	0.00	0.00	110.83	
발행주식수(보통주)	33,865,090	33,865,090	48,203,277		48,203,277	48,203,277	48,203,277	
