	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	4,612	8,438	8,368	7,939	2,347	1,904	2,348	1,633
영업이익	532	792	808	848	394	174	305	-73
영업이익(발표기준)	532	792	808		394	174	305	
세전계속사업이익	741	264	369	467	306	82	138	-166
당기순이익	554	172	289	348	261	33	107	
당기순이익(지배)	552	153	279	342	259	37	97	-122
당기순이익(비지배)	2							
자산총계	9,064	19,287	19,160	19,351	19,761	19,367	19,160	
부채총계	2,091	11,428	11,100	11,009	11,814	11,380	11,100	
자본총계	6,973	7,859	8,060	8,342	7,947	7,987	8,060	
자본총계(지배)	6,925	7,792	7,982	8,273	7,875	7,920	7,982	
자본총계(비지배)	48							
자본금	165	195	195	195	195	195	195	
영업활동현금흐름	568	893	1,095	1,007	677	482	264	
투자활동현금흐름	-312	-3,354	-362	-402	-150	-99	21	
재무활동현금흐름	83	2,587	-872	-254	-471	-368	23	
CAPEX	381	578	339	340	76	84	83	
FCF	187	315	755	827	601	397	181	
이자발생부채	205	7,026	6,926		7,267	7,122	6,926	
영업이익률	11.54	9.39	9.66	10.69	16.79	9.15	12.97	-4.47
순이익률	12.01	2.04	3.45	4.38	11.14	1.74	4.56	
ROE(%)	8.16	2.08	3.54	4.21	5.67	4.89	3.54	
ROA(%)	6.30	1.21	1.50	1.81	2.36	2.04	1.50	
부채비율	29.98	145.40	137.72	131.96	148.67	142.47	137.72	
자본유보율	4,108.35	3,919.79	4,002.51		3,951.32	3,973.41	4,002.51	
EPS(원)	16,676	4,001	7,157	8,792	6,656	954	2,485	-3,132
PER(배)	6.60	25.87	10.62	6.89	8.58	9.58	10.62	
BPS(원)	209,370	200,079	204,962	212,429	202,217	203,365	204,962	
PBR(배)	0.53	0.52	0.37	0.29	0.47	0.46	0.37	
현금DPS(원)	1,494	1,500	1,500	1,500	0	0	1,500	
현금배당수익률	1.36	1.45	1.97	2.48				
현금배당성향(%)	8.96	38.16	20.95	17.06	0.00	0.00	60.34	
발행주식수(보통주)	3,308,710	3,895,809	3,895,809		3,895,809	3,895,809	3,895,809	
