	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	10,465	12,922	13,594		3,371	3,340	3,951	
영업이익	44	36	-86		-40	-32	6	
영업이익(발표기준)	44	36	-86		-40	-32	6	
세전계속사업이익	19	-8	-200		-59	-39	-80	
당기순이익	13	-22	-197		-50	-52	-81	
당기순이익(지배)	8	-2	-137		-33	-30	-68	
당기순이익(비지배)	6							
자산총계	4,290	5,263	5,063		4,901	4,759	5,063	
부채총계	3,458	4,490	4,451		4,166	4,074	4,451	
자본총계	832	773	613		735	685	613	
자본총계(지배)	594	575	469		550	522	469	
자본총계(비지배)	238							
자본금	163	163	163		163	163	163	
영업활동현금흐름	381	484	71		41	166	35	
투자활동현금흐름	-331	-232	-394		-91	-115	-169	
재무활동현금흐름	-6	134	-11		32	1	6	
CAPEX	305	167	284		89	112	69	
FCF	77	317	-213		-47	54	-34	
이자발생부채	650	795	802		796	797	802	
영업이익률	0.42	0.28	-0.63		-1.19	-0.95	0.14	
순이익률	0.13	-0.17	-1.45		-1.47	-1.57	-2.06	
ROE(%)	1.31	-0.35	-26.33		-4.61	-6.24	-26.33	
ROA(%)	0.32	-0.47	-3.81		-1.28	-1.82	-3.81	
부채비율	415.59	580.78	726.61		566.95	594.91	726.61	
자본유보율	154.27	149.08	54.71		120.52	102.29	54.71	
EPS(원)	23	-6	-422		-103	-91	-208	
PER(배)	60.87	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,836	1,776	1,448		1,701	1,615	1,448	
PBR(배)	0.77	0.70	0.86		0.86	0.72	0.86	
현금DPS(원)	0	20						
현금배당수익률	0.00	1.60						
현금배당성향(%)	0.00	-317.70	0.00		0.00	0.00	0.00	
발행주식수(보통주)	32,564,980	32,564,980	32,564,980		32,564,980	32,564,980	32,564,980	
