	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액		4,334	12,272		3,096	2,868	3,021	
영업이익		112	459		116	57	34	
영업이익(발표기준)		112	459		116	57	34	
세전계속사업이익		96	434		112	81	-25	
당기순이익		70	249		80	67	-100	
당기순이익(지배)		70	249		80	67	-100	
당기순이익(비지배)								
자산총계		10,541	10,288		11,143	10,900	10,288	
부채총계		5,007	4,576		5,378	5,066	4,576	
자본총계		5,535	5,712		5,765	5,834	5,712	
자본총계(지배)		5,535	5,712		5,765	5,834	5,712	
자본총계(비지배)								
자본금		142	142		142	142	142	
영업활동현금흐름		150	659		26	265	-192	
투자활동현금흐름		-26	-13		-287	-197	657	
재무활동현금흐름		-222	-610		233	5	-710	
CAPEX		30	64		23	-1	16	
FCF		120	595		3	265	-208	
이자발생부채		2,680	2,172		2,884	2,900	2,172	
영업이익률		2.58	3.74		3.74	1.98	1.12	
순이익률		1.62	2.02		2.59	2.32	-3.30	
ROE(%)			4.42			7.66	4.42	
ROA(%)			2.39			4.08	2.39	
부채비율		90.46	80.11		93.29	86.83	80.11	
자본유보율		3,804.44	3,927.77		3,967.11	4,014.02	3,927.77	
EPS(원)		7,539	8,762		2,828	2,345	-3,514	
PER(배)		7.56	6.95		4.74	4.04	6.95	
BPS(원)		195,374	201,388		203,517	205,701	201,388	
PBR(배)		0.29	0.30		0.35	0.30	0.30	
현금DPS(원)			2,000		0	0	2,000	
현금배당수익률			3.28					
현금배당성향(%)		72.53	22.83		0.00	0.00	-56.91	
발행주식수(보통주)		2,836,300	2,836,300		2,836,300	2,836,300	2,836,300	
