	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	36	36	36		5	6	10	
영업이익	-89	-265	-133		-29	-39	-34	
영업이익(발표기준)	-89	-265	-133		-29	-39	-34	
세전계속사업이익	-87	-292	-142		-25	-41	-44	
당기순이익	-87	-294	-142		-25	-41	-44	
당기순이익(지배)	-84	-275	-134		-25	-36	-44	
당기순이익(비지배)	-3							
자산총계	281	411	435		365	338	435	
부채총계	10	320	79		315	69	79	
자본총계	271	91	355		50	269	355	
자본총계(지배)	271	92	256		40	144	256	
자본총계(비지배)	0							
자본금	76	76	125		76	98	125	
영업활동현금흐름	-87	-234	-118		-27	-36	-31	
투자활동현금흐름	80	-87	30		11	31	-11	
재무활동현금흐름	0	360	154		11	18	125	
CAPEX	1	2	1		0	0	0	
FCF	-88	-236	-119		-27	-36	-31	
이자발생부채	0	300	68		305	58	68	
영업이익률	-251.39	-745.10	-363.99		-538.51	-676.54	-339.13	
순이익률	-244.90	-826.18	-388.10		-473.82	-723.41	-439.30	
ROE(%)	-27.49	-151.21	-76.84		-179.83	-105.66	-76.84	
ROA(%)	-26.46	-84.84	-33.47		-52.74	-43.84	-33.47	
부채비율	3.67	352.27	22.35		631.16	25.46	22.35	
자본유보율	321.07	20.58	83.49		-107.93	-0.10	83.49	
EPS(원)	-104	-336	-149		-31	-38	-44	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	338	113	205		49	147	205	
PBR(배)	4.89	9.85	2.76		20.81	4.05	2.76	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	81,638,017	81,916,862	124,921,731		81,916,862	98,282,387	124,921,731	
