	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,399	1,274	961		261	238	200	
영업이익	0	-9	-285		-37	-58	-162	
영업이익(발표기준)	0	-9	-285		-37	-58	-162	
세전계속사업이익	-45	6	-310		-36	-62	-186	
당기순이익	-36	2	-334		-31	-43	-245	
당기순이익(지배)	-36	2	-334		-31	-43	-245	
당기순이익(비지배)								
자산총계	1,099	1,152	820		1,090	1,039	820	
부채총계	378	438	367		362	354	367	
자본총계	720	714	453		728	685	453	
자본총계(지배)	720	714	453		728	685	453	
자본총계(비지배)								
자본금	87	87	87		87	87	87	
영업활동현금흐름	52	93	-14		-2	35	-40	
투자활동현금흐름	31	-94	-32		-11	-8	-15	
재무활동현금흐름	-87	58	-20		-8	-2	-2	
CAPEX	76	90	15		3	4	6	
FCF	-24	3	-29		-5	31	-46	
이자발생부채	279	345	274		278	276	274	
영업이익률	-0.03	-0.67	-29.68		-14.12	-24.28	-80.98	
순이익률	-2.59	0.19	-34.78		-11.88	-18.11	-122.53	
ROE(%)	-4.79	0.34	-57.29		-9.29	-14.10	-57.29	
ROA(%)	-3.09	0.22	-33.91		-5.99	-8.95	-33.91	
부채비율	52.53	61.30	81.03		49.81	51.76	81.03	
자본유보율	846.82	862.30	481.96		813.81	764.12	481.96	
EPS(원)	-220	15	-2,026		-188	-262	-1,485	
PER(배)	N/A	351.03	N/A		N/A	N/A	N/A	
BPS(원)	4,791	4,753	2,862		4,597	4,324	2,862	
PBR(배)	1.12	1.09	1.42		1.26	1.42	1.42	
현금DPS(원)	50	50						
현금배당수익률	0.93	0.97						
현금배당성향(%)	-20.71	308.60	0.00		0.00	0.00	0.00	
발행주식수(보통주)	16,503,790	16,503,790	16,503,790		16,503,790	16,503,790	16,503,790	
