	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	71,104	92,197	104,151	109,248	26,218	28,257	25,154	26,460
영업이익	2,357	2,427	3,072	3,346	887	1,013	582	773
영업이익(발표기준)	2,357	2,427	3,072		887	1,013	582	
세전계속사업이익	884	998	938	1,473	360	483	173	282
당기순이익	542	666	509	961	130	328	114	188
당기순이익(지배)	468	527	397	852	60	351	158	194
당기순이익(비지배)	74							
자산총계	62,860	78,686	91,100	93,516	91,667	91,100	94,310	
부채총계	35,262	47,378	54,548	56,354	56,277	54,548	57,297	
자본총계	27,598	31,307	36,552	37,163	35,390	36,552	37,014	
자본총계(지배)	23,487	26,541	29,918	30,414	30,197	29,918	30,302	
자본총계(비지배)	4,111							
자본금	1,141	1,141	1,141	1,140	1,141	1,141	1,141	
영업활동현금흐름	2,464	618	8,492	4,804	1,228	5,700	-1,599	
투자활동현금흐름	-6,896	-8,435	-3,187	-2,592	-1,062	-61	-1,605	
재무활동현금흐름	4,565	7,785	-4,726	2,075	-38	-5,157	4,919	
CAPEX	4,846	5,197	4,144	3,826	1,318	735	963	
FCF	-2,382	-4,578	4,348	1,690	-90	4,966	-2,561	
이자발생부채	22,410	29,212	31,120		37,540	31,120	36,594	
영업이익률	3.31	2.63	2.95	3.06	3.38	3.59	2.31	2.92
순이익률	0.76	0.72	0.49	0.88	0.50	1.16	0.45	0.71
ROE(%)	1.99	2.11	1.41	2.82	0.72	1.41	2.34	
ROA(%)	0.92	0.94	0.60	1.04	0.45	0.60	0.82	
부채비율	127.77	151.33	149.23	151.64	159.02	149.23	154.80	
자본유보율	2,453.87	2,500.96	2,489.33		2,496.13	2,489.33	2,498.89	
EPS(원)	2,050	2,309	1,741	3,735	265	1,541	691	849
PER(배)	68.28	72.33	89.01	41.64	165.83	89.01	44.00	
BPS(원)	133,253	146,187	164,787	167,520	166,325	164,787	166,903	
PBR(배)	1.05	1.14	0.94	0.93	0.87	0.94	0.81	
현금DPS(원)				0				
현금배당수익률				0.00				
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	22,812,344	22,812,344	22,812,344		22,812,344	22,812,344	22,812,344	
