	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	10,431	10,177	22,070	22,522	5,578	5,351	5,814	5,492
영업이익	1,253	1,123	1,297	1,361	454	203	303	321
영업이익(발표기준)	1,253	1,123	1,297		454	203	303	
세전계속사업이익	1,618	1,856	1,284	1,788	549	336	-104	441
당기순이익	1,225	1,666	859	1,347	427	263	-222	372
당기순이익(지배)	1,225	1,666	859	1,355	427	263	-222	332
당기순이익(비지배)								
자산총계	18,754	25,581	24,996	26,024	25,852	25,878	24,996	
부채총계	3,310	8,736	7,678	7,668	8,401	8,172	7,678	
자본총계	15,444	16,845	17,318	18,356	17,450	17,705	17,318	
자본총계(지배)	15,444	16,845	17,318	18,338	17,450	17,705	17,318	
자본총계(비지배)								
자본금	600	600	600	600	600	600	600	
영업활동현금흐름	279	18	324	1,773	-130	-132	667	
투자활동현금흐름	1,227	583	-147	-507	714	51	230	
재무활동현금흐름	-1,258	-49	-637	-296	-603	-155	-882	
CAPEX	101	135	301	260	95	47	100	
FCF	179	-117	23	1,079	-225	-178	567	
이자발생부채	0	2,306	2,531		3,199	3,255	2,531	
영업이익률	12.02	11.04	5.88	6.04	8.14	3.79	5.22	5.85
순이익률	11.74	16.37	3.89	5.98	7.66	4.92	-3.82	6.77
ROE(%)	8.16	10.32	5.03	7.60	10.20	10.13	5.03	
ROA(%)	6.48	7.51	3.40	5.28	7.52	7.59	3.40	
부채비율	21.43	51.86	44.34	41.78	48.14	46.16	44.34	
자본유보율	2,535.32	2,771.35	2,869.08		2,866.98	2,910.89	2,869.08	
EPS(원)	10,205	13,881	7,162	11,295	3,558	2,194	-1,852	2,771
PER(배)	11.81	7.13	11.24	5.96	7.44	6.37	11.24	
BPS(원)	132,142	144,125	148,171	160,188	149,305	151,486	148,171	
PBR(배)	0.91	0.69	0.54	0.42	0.71	0.60	0.54	
현금DPS(원)	1,700	1,900	2,000	2,111	0	0	2,000	
현금배당수익률	1.41	1.92	2.48	3.14				
현금배당성향(%)	16.22	13.33	27.20	18.69	0.00	0.00	-105.20	
발행주식수(보통주)	12,000,000	12,000,000	12,000,000		12,000,000	12,000,000	12,000,000	
