	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,120	1,100	1,351		357	295	304	
영업이익	84	10	29		31	6	-69	
영업이익(발표기준)	84	10	29		31	6	-69	
세전계속사업이익	63	-102	-149		61	-42	-276	
당기순이익	37	-110	-117		66	-50	-223	
당기순이익(지배)	43	-100	-114		66	-50	-222	
당기순이익(비지배)	-6							
자산총계	1,918	3,041	4,168		3,072	4,005	4,168	
부채총계	981	1,441	1,444		937	1,158	1,444	
자본총계	937	1,600	2,724		2,135	2,847	2,724	
자본총계(지배)	931	1,595	2,721		2,130	2,842	2,721	
자본총계(비지배)	7							
자본금	158	271	407		323	399	407	
영업활동현금흐름	88	-229	244		61	93	47	
투자활동현금흐름	-101	-558	-1,119		74	-657	-301	
재무활동현금흐름	-42	902	1,046		-49	613	353	
CAPEX	58	34	357		47	289	20	
FCF	30	-264	-113		14	-195	27	
이자발생부채	631	994	1,107		692	854	1,107	
영업이익률	7.50	0.94	2.15		8.71	2.15	-22.67	
순이익률	3.33	-10.04	-8.65		18.44	-17.01	-73.51	
ROE(%)	5.07	-7.95	-5.29		2.73	-0.58	-5.29	
ROA(%)	2.08	-4.45	-3.24		1.50	-0.53	-3.24	
부채비율	104.65	90.04	53.01		43.86	40.70	53.01	
자본유보율	449.72	472.62	538.40		568.47	601.19	538.40	
EPS(원)	143	-209	-168		106	-68	-278	
PER(배)	22.31	N/A	N/A		60.22	N/A	N/A	
BPS(원)	2,971	2,963	3,355		3,318	3,573	3,355	
PBR(배)	1.08	4.12	2.26		1.71	0.97	2.26	
현금DPS(원)	49	0	0		0	0	0	
현금배당수익률	1.52	0.00	0.00					
현금배당성향(%)	35.45	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	32,153,118	53,826,895	81,092,012		64,206,514	79,542,716	81,092,012	
