	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	6,903	7,075	7,697	8,284	1,934	2,254	1,843	
영업이익	534	505	528	607	141	197	126	
영업이익(발표기준)	534	505	528		141	197	126	
세전계속사업이익	471	-1,731	387	440	107	200	51	
당기순이익	325	-1,639	200	331	58	175	-29	
당기순이익(지배)	325	-1,640	198	330	58	175	-29	
당기순이익(비지배)								
자산총계	14,594	12,419	13,586	13,800	13,445	13,363	13,586	
부채총계	5,452	5,062	6,117	6,000	6,103	5,839	6,117	
자본총계	9,142	7,358	7,469	7,800	7,342	7,524	7,469	
자본총계(지배)	9,128	7,342	7,451		7,325	7,507	7,451	
자본총계(비지배)	15							
자본금	307	307	307	310	307	307	307	
영업활동현금흐름	845	583	968	730	282	444	110	
투자활동현금흐름	-263	-751	-1,161	-930	-281	8	-546	
재무활동현금흐름	273	-561	-17	0	-166	-309	123	
CAPEX	250	251	449	480	129	99	124	
FCF	595	332	518	260	153	345	-14	
이자발생부채	3,985	3,709	4,685		4,049	3,836	4,685	
영업이익률	7.73	7.14	6.86	7.33	7.26	8.75	6.82	
순이익률	4.71	-23.16	2.60	4.00	3.01	7.78	-1.57	
ROE(%)	3.64	-19.91	2.67		-21.62	-19.62	2.67	
ROA(%)	2.27	-12.13	1.54	2.42	-12.73	-11.75	1.54	
부채비율	59.63	68.80	81.89	76.92	83.12	77.59	81.89	
자본유보율	3,331.15	2,757.08	2,778.60		2,770.99	2,827.47	2,778.60	
EPS(원)	5,310	-26,714	3,220	5,376	946	2,845	-473	
PER(배)	24.11	N/A	33.39	16.98	N/A	N/A	33.39	
BPS(원)	148,700	119,609	121,392		119,338	122,294	121,392	
PBR(배)	0.86	0.91	0.89		0.82	0.71	0.89	
현금DPS(원)	1,000	1,000	1,000	1,000	0	0	1,000	
현금배당수익률	0.78	0.92	0.93	1.10				
현금배당성향(%)	18.86	-3.74	31.06	18.60	0.00	0.00	-211.47	
발행주식수(보통주)	6,138,228	6,138,294	6,138,297		6,138,297	6,138,297	6,138,297	
