	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,992	3,177	3,118		776	745	835	
영업이익	-4	-82	-122		-38	-24	-43	
영업이익(발표기준)	-4	-82	-122		-38	-24	-43	
세전계속사업이익	-26	-101	-782		-52	-34	-670	
당기순이익	-18	-104	-767		-47	-32	-656	
당기순이익(지배)	-18	-104	-767		-47	-32	-656	
당기순이익(비지배)								
자산총계	3,343	3,561	2,893		3,561	3,454	2,893	
부채총계	1,391	1,693	1,758		1,773	1,693	1,758	
자본총계	1,951	1,868	1,134		1,789	1,760	1,134	
자본총계(지배)	1,951	1,868	1,134		1,789	1,760	1,134	
자본총계(비지배)								
자본금	348	348	351		348	351	351	
영업활동현금흐름	-79	-43	33		-20	88	-85	
투자활동현금흐름	-105	-220	-68		-5	-5	-9	
재무활동현금흐름	162	336	55		73	-74	126	
CAPEX	95	214	79		5	34	20	
FCF	-174	-257	-46		-24	54	-105	
이자발생부채	1,172	1,482	1,532		1,497	1,424	1,532	
영업이익률	-0.15	-2.58	-3.91		-4.96	-3.18	-5.19	
순이익률	-0.61	-3.28	-24.61		-6.08	-4.34	-78.56	
ROE(%)	-0.93	-5.45	-51.10		-9.40	-10.51	-51.10	
ROA(%)	-0.56	-3.02	-23.77		-4.88	-5.61	-23.77	
부채비율	71.31	90.64	155.00		99.12	96.18	155.00	
자본유보율	459.49	435.19	221.93		412.48	400.40	221.93	
EPS(원)	-26	-150	-1,098		-68	-46	-935	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	2,804	2,683	1,617		2,570	2,509	1,617	
PBR(배)	0.40	0.33	0.45		0.36	0.30	0.45	
현금DPS(원)	15	0						
현금배당수익률	1.33	0.00						
현금배당성향(%)	-56.96	0.00			0.00	0.00		
발행주식수(보통주)	69,600,000	69,600,000	70,155,555		69,600,000	70,155,555	70,155,555	
