	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	268	474	869		241	201	270	
영업이익	-159	-88	-20		-3	-14	8	
영업이익(발표기준)	-159	-88	-20		-3	-14	8	
세전계속사업이익	-347	-138	-247		-7	-131	9	
당기순이익	-379	-140	-254		-8	-132	7	
당기순이익(지배)	-379	-135	-249		-9	-127	7	
당기순이익(비지배)								
자산총계	494	1,071	983		1,197	983	1,011	
부채총계	191	339	397		482	397	419	
자본총계	303	732	586		715	586	592	
자본총계(지배)	303	675	569		697	569	575	
자본총계(비지배)								
자본금	151	223	262		262	262	262	
영업활동현금흐름	-85	-69	-40		-1	6	-11	
투자활동현금흐름	-9	-543	-3		9	21	-14	
재무활동현금흐름	41	682	-60		24	-58	15	
CAPEX	11	11	13		1	4	1	
FCF	-95	-80	-53		-2	2	-12	
이자발생부채	62	208	282		314	282	305	
영업이익률	-59.40	-18.48	-2.32		-1.30	-7.02	3.06	
순이익률	-141.39	-29.59	-29.19		-3.20	-65.65	2.43	
ROE(%)	-141.25	-27.64	-40.07		-13.22	-40.07	-38.60	
ROA(%)	-60.16	-17.91	-24.70		-8.56	-24.70	-22.11	
부채비율	62.95	46.23	67.71		67.32	67.71	70.81	
자본유보율	103.92	202.53	112.14		161.28	112.14	114.57	
EPS(원)	-2,680	-329	-501		-17	-244	13	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,004	1,515	1,087		1,333	1,087	1,098	
PBR(배)	3.45	1.26	1.20		1.05	1.20	0.81	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	30,221,846	44,549,792	52,308,986		52,308,986	52,308,986	52,308,986	
