	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	2,431	1,658	418		130	108	110	
영업이익	38	-561	-593		-52	-300	-28	
영업이익(발표기준)	38	-561	-593		-52	-300	-28	
세전계속사업이익	14	-1,118	-1,557		-102	-1,081	-91	
당기순이익	14	-1,118	-1,557		-102	-1,081	-91	
당기순이익(지배)	14	-1,118	-1,557		-102	-1,081	-91	
당기순이익(비지배)								
자산총계	3,374	2,367	1,352		2,369	1,352	1,298	
부채총계	2,280	1,955	2,283		2,208	2,283	2,323	
자본총계	1,094	412	-931		161	-931	-1,025	
자본총계(지배)	1,094	412	-931		161	-931	-1,025	
자본총계(비지배)								
자본금	1,279	1,545	1,547		1,547	1,547	1,547	
영업활동현금흐름	206	14	56		26	19	3	
투자활동현금흐름	-235	-166	21		0	1	0	
재무활동현금흐름	-35	164	-130		-32	-35		
CAPEX	240	165						
FCF	-33	-151	56		26	19	3	
이자발생부채	1,466	1,506	1,663		1,663	1,663	1,663	
영업이익률	1.55	-33.81	-142.08		-40.41	-278.99	-25.59	
순이익률	0.56	-67.39	-373.04		-78.72	-1,005.24	-82.98	
ROE(%)	1.38	-148.38	599.76		-195.34	599.76	425.08	
ROA(%)	0.42	-38.93	-83.76		-37.72	-83.76	-86.52	
부채비율	208.33	474.61	-245.12		1,370.22	-245.12	-226.62	
자본유보율	-18.32	-76.82	-177.37		-107.51	-177.37	-183.46	
EPS(원)	55	-3,780	-5,033		-330	-3,493	-296	
PER(배)	148.55	N/A	N/A		N/A	N/A	N/A	
BPS(원)	4,280	1,334	-3,010		521	-3,010	-3,313	
PBR(배)	1.92	1.14	N/A		1.75	N/A	N/A	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	25,570,308	30,895,419	30,947,322		30,947,322	30,947,322	30,947,322	
