	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,996	1,909	2,189		526	520	699	
영업이익	-73	-62	-21		-9	-1	-11	
영업이익(발표기준)	-73	-62	-21		-9	-1	-11	
세전계속사업이익	-97	-96	-48		-15	-2	-57	
당기순이익	-78	-66	-36		-12	-3	-42	
당기순이익(지배)	-78	-66	-36		-12	-3	-42	
당기순이익(비지배)								
자산총계	2,308	2,279	2,759		2,421	2,345	2,759	
부채총계	1,164	1,263	1,803		1,407	1,336	1,803	
자본총계	1,144	1,016	955		1,013	1,009	955	
자본총계(지배)	1,144	1,016	955		1,013	1,009	955	
자본총계(비지배)								
자본금	55	55	55		55	55	55	
영업활동현금흐름	-111	39	252		151	-113	199	
투자활동현금흐름	-6	-15	4		4	-4	-3	
재무활동현금흐름	69	65	-57		-26	-10	-12	
CAPEX	6	5	5		1	3	1	
FCF	-117	34	246		149	-116	198	
이자발생부채	442	518	492		515	502	492	
영업이익률	-3.63	-3.27	-0.96		-1.79	-0.24	-1.64	
순이익률	-3.92	-3.48	-1.62		-2.26	-0.60	-6.00	
ROE(%)	-6.60	-6.14	-3.61		-0.81	0.88	-3.61	
ROA(%)	-3.30	-2.89	-1.41		-0.35	0.38	-1.41	
부채비율	101.78	124.24	188.78		138.91	132.36	188.78	
자본유보율	1,920.04	1,756.35	1,644.80		1,750.54	1,743.57	1,644.80	
EPS(원)	-714	-606	-325		-108	-28	-383	
PER(배)	N/A	N/A	N/A		N/A	53.14	N/A	
BPS(원)	10,446	9,282	8,724		9,253	9,218	8,724	
PBR(배)	0.49	0.59	0.45		0.50	0.47	0.45	
현금DPS(원)	100	100	100		0	0	100	
현금배당수익률	1.95	1.82	2.55					
현금배당성향(%)	-14.01	-16.50	-30.79		0.00	0.00	-26.10	
발행주식수(보통주)	10,950,000	10,950,000	10,950,000		10,950,000	10,950,000	10,950,000	
