	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	32	40	31		7	4	13	
영업이익	-407	-347	-445		-108	-132	-112	
영업이익(발표기준)	-407	-347	-445		-108	-132	-112	
세전계속사업이익	-417	-340	-492		-108	-128	-110	
당기순이익	-454	-340	-493		-108	-128	-110	
당기순이익(지배)	-454	-340	-493		-108	-128	-110	
당기순이익(비지배)								
자산총계	1,925	1,779	1,245		1,517	1,486	1,245	
부채총계	324	295	310		349	406	310	
자본총계	1,601	1,484	936		1,168	1,080	936	
자본총계(지배)	1,601	1,484	936		1,168	1,080	936	
자본총계(비지배)								
자본금	0	0	0		0	0	0	
영업활동현금흐름	-388	-360	-439		-88	-96	-157	
투자활동현금흐름	-1,680	282	743		570	83	100	
재무활동현금흐름	2,150	-21	-59		-28	-2	-29	
CAPEX	3	5	20		10	18	-15	
FCF	-391	-366	-459		-99	-114	-142	
이자발생부채	236	211	228		256	266	228	
영업이익률	-1,276.33	-870.23	-1,458.06		-1,607.90	-3,341.35	-860.72	
순이익률	-1,423.23	-852.40	-1,613.66		-1,614.00	-3,241.68	-845.50	
ROE(%)	-53.80	-22.06	-40.73		-29.51	-38.15	-40.22	
ROA(%)	-40.95	-18.37	-32.58		-23.65	-30.06	-32.17	
부채비율	20.25	19.91	33.11		29.85	37.59	33.11	
자본유보율	6,261,684.38	5,125,150.92	3,362,928.44		4,212,150.13	3,752,765.96	3,362,928.44	
EPS(원)	-1,052	-558	-805		-177	-209	-179	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	2,643	2,427	1,528		1,908	1,764	1,528	
PBR(배)	19.60	17.78	5.24		4.20	4.54	5.24	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	60,448,675	61,017,550	61,117,550		61,117,550	61,117,550	61,117,550	
