	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	704	789	880	908	236	220	239	187
영업이익	91	83	117	133	34	25	44	14
영업이익(발표기준)	91	83	117		34	25	44	
세전계속사업이익	35	68	84	115	23	21	29	10
당기순이익	35	76	83	105	21	19	33	10
당기순이익(지배)	31	71	79	99	20	18	31	9
당기순이익(비지배)	4							
자산총계	1,409	1,417	1,519	1,631	1,522	1,546	1,519	
부채총계	567	519	575	603	623	627	575	
자본총계	842	898	944	1,028	899	919	944	
자본총계(지배)	787	839	880		837	855	880	
자본총계(비지배)	55							
자본금	59	59	59	59	59	59	59	
영업활동현금흐름	99	84	135	152	61	16	109	
투자활동현금흐름	-101	-19	-108	-105	-37	-19	-23	
재무활동현금흐름	-32	-62	-22	6	-24	1	-76	
CAPEX	159	12	53	48	20	6	13	
FCF	-60	72	82	56	41	10	96	
이자발생부채	409	366	391		458	462	391	
영업이익률	12.94	10.56	13.32	14.65	14.40	11.18	18.40	7.49
순이익률	4.92	9.57	9.47	11.56	8.94	8.68	13.66	5.35
ROE(%)	3.99	8.72	9.16		6.35	6.75	9.16	
ROA(%)	2.47	5.34	5.68	6.67	3.80	4.04	5.68	
부채비율	67.40	57.75	60.85	58.66	69.29	68.18	60.85	
자본유보율	1,288.92	1,374.96	1,473.45		1,399.29	1,428.76	1,473.45	
EPS(원)	262	597	663	833	165	147	263	76
PER(배)	51.01	13.49	12.57	9.34	22.02	18.80	12.57	
BPS(원)	6,787	7,237	7,723		7,345	7,506	7,723	
PBR(배)	1.97	1.11	1.08		1.32	1.20	1.08	
현금DPS(원)	150	150	150	150	0	0	150	
현금배당수익률	1.12	1.86	1.80	1.93				
현금배당성향(%)	55.92	24.53	21.70	18.00	0.00	0.00	54.60	
발행주식수(보통주)	11,881,871	11,882,871	11,882,871		11,882,871	11,882,871	11,882,871	
