	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	11,224	12,427	11,872		3,239	2,544	2,797	
영업이익	281	170	153		101	9	27	
영업이익(발표기준)	281	170	153		101	9	27	
세전계속사업이익	347	157	220		117	12	49	
당기순이익	267	84	160		91	9	34	
당기순이익(지배)	269	84	160		91	9	34	
당기순이익(비지배)	-1							
자산총계	5,572	5,479	5,811		5,839	5,535	5,811	
부채총계	1,358	1,232	1,472		1,501	1,188	1,472	
자본총계	4,214	4,247	4,340		4,338	4,347	4,340	
자본총계(지배)	4,212	4,247	4,340		4,338	4,347	4,340	
자본총계(비지배)	2							
자본금	497	497	497		497	497	497	
영업활동현금흐름	307	80	453		-56	1,066	213	
투자활동현금흐름	-193	-1,066	-288		30	-871	-111	
재무활동현금흐름	189	-54	-1		-2	-189	-5	
CAPEX	193	128	121		27	19	25	
FCF	115	-48	332		-82	1,047	188	
이자발생부채	455	432	512		650	476	512	
영업이익률	2.51	1.37	1.29		3.13	0.36	0.95	
순이익률	2.38	0.67	1.35		2.81	0.35	1.23	
ROE(%)	6.56	1.97	3.74		-0.06	-0.69	3.74	
ROA(%)	4.91	1.51	2.84		-0.05	-0.53	2.84	
부채비율	32.22	29.01	33.91		34.60	27.33	33.91	
자본유보율	763.21	770.25	788.85		788.57	790.38	788.85	
EPS(원)	541	168	323		183	18	69	
PER(배)	19.80	68.42	25.27		N/A	N/A	25.27	
BPS(원)	8,784	8,857	9,051		9,047	9,066	9,051	
PBR(배)	1.22	1.30	0.90		1.19	1.00	0.90	
현금DPS(원)	80	50	60		0	0	60	
현금배당수익률	0.75	0.43	0.74					
현금배당성향(%)	14.29	28.71	17.94		0.00	0.00	83.97	
발행주식수(보통주)	49,678,843	49,678,843	49,678,843		49,678,843	49,678,843	49,678,843	
