	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	5	5	5		1	1	1	
영업이익	5	5	5		1	1	1	
영업이익(발표기준)	5	5	5		1	1	1	
세전계속사업이익	5	5	5		1	1	1	
당기순이익	5	5	5		1	1	1	
당기순이익(지배)	5	5	5		1	1	1	
당기순이익(비지배)								
자산총계	81	81	81		81	81	81	
부채총계	2	2	2		2	2	2	
자본총계	79	79	79		79	79	79	
자본총계(지배)	79	79	79		79	79	79	
자본총계(비지배)								
자본금	79	79	79		79	79	79	
영업활동현금흐름	5	5	5		1	1	1	
투자활동현금흐름								
재무활동현금흐름	-4	-5	-5		-1	-1	-1	
CAPEX								
FCF	5	5	5		1	1	1	
이자발생부채	0	0	0		0	0	0	
영업이익률	89.91	90.17	90.11		89.85	89.68	89.78	
순이익률	89.92	90.18	90.15		89.94	89.70	89.80	
ROE(%)	6.00	6.00	6.00		6.00	6.00	6.01	
ROA(%)	5.91	5.87	5.87		5.86	5.87	5.90	
부채비율	2.24	2.21	2.26		2.40	2.26	2.03	
자본유보율	0.04	0.04	0.04		0.04	0.04	0.04	
EPS(원)	300	300	300		76	76	75	
PER(배)	16.67	16.57	16.67		16.73	16.67	16.49	
BPS(원)	5,002	5,002	5,002		5,002	5,002	5,002	
PBR(배)	1.00	0.99	1.00		1.00	1.00	0.99	
현금DPS(원)	300	300	300		76	75	75	
현금배당수익률	6.00	6.04	6.00					
현금배당성향(%)	100.00	100.00	100.00		100.00	98.91	100.00	
발행주식수(보통주)	1,585,660	1,585,660	1,585,660		1,585,660	1,585,660	1,585,660	
