	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,227	1,261	1,322	1,346	325	362	350	312
영업이익	63	82	76	76	24	33	8	21
영업이익(발표기준)	63	82	76		24	33	8	
세전계속사업이익	0	62	73	71	24	40	-8	
당기순이익	15	92	83	81	24	39	4	26
당기순이익(지배)	15	92	83	81	24	39	4	26
당기순이익(비지배)								
자산총계	1,232	1,379	1,557	1,643	1,380	1,473	1,557	
부채총계	412	409	528	548	383	434	528	
자본총계	820	970	1,030	1,095	997	1,039	1,030	
자본총계(지배)	820	970	1,030	1,095	997	1,039	1,030	
자본총계(비지배)								
자본금	53	68	68	68	68	68	68	
영업활동현금흐름	118	187	248	341	60	116	103	
투자활동현금흐름	-60	-238	-284	-405	-37	-83	-112	
재무활동현금흐름	1	80	-14	-15	-17	-2	6	
CAPEX	5	154	18	13	6	2	8	
FCF	113	33	230	-51	54	114	95	
이자발생부채	0	0	7		6	20	7	
영업이익률	5.16	6.47	5.78	5.65	7.25	9.14	2.20	6.73
순이익률	1.26	7.31	6.29	6.02	7.38	10.76	1.23	8.33
ROE(%)	1.90	10.30	8.32	7.62	10.15	9.58	8.32	
ROA(%)	1.30	7.06	5.66	5.06	7.38	6.84	5.66	
부채비율	50.28	42.21	51.24	50.05	38.42	41.82	51.24	
자본유보율	1,632.09	1,428.16	1,509.69		1,467.81	1,525.47	1,509.69	
EPS(원)	114	683	616	600	178	288	32	193
PER(배)	81.16	12.60	17.13	14.64	18.21	18.39	17.13	
BPS(원)	6,926	7,763	8,210	8,713	7,950	8,281	8,210	
PBR(배)	1.34	1.11	1.28	1.01	1.65	1.58	1.28	
현금DPS(원)	79	120	120	120	0	0	120	
현금배당수익률	0.85	1.40	1.14	1.37				
현금배당성향(%)	58.12	16.27	18.10	20.01	0.00	0.00	348.28	
발행주식수(보통주)	13,505,911	13,505,911	13,505,911		13,505,911	13,505,911	13,505,911	
