	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	388	445	424		103	90	127	
영업이익	14	9	-1		-4	-6	10	
영업이익(발표기준)	14	9	-1		-4	-6	10	
세전계속사업이익	-3	-33	-5		-15	-16	28	
당기순이익	-6	-23	-5		-12	-12	21	
당기순이익(지배)	-10	-25	-5		-12	-10	20	
당기순이익(비지배)	5							
자산총계	839	821	720		729	711	720	
부채총계	101	138	49		34	57	49	
자본총계	739	684	670		695	654	670	
자본총계(지배)	732	673	667		685	645	667	
자본총계(비지배)	7							
자본금	69	69	69		69	69	69	
영업활동현금흐름	27	23	-73		10	11	12	
투자활동현금흐름	-34	54	2		-14	-10	33	
재무활동현금흐름	30	-47	-22		-13	20	-29	
CAPEX	19	34	17		4	0	1	
FCF	8	-11	-91		6	11	11	
이자발생부채	0	0	20		0	20	20	
영업이익률	3.56	1.92	-0.31		-3.41	-6.40	7.61	
순이익률	-1.44	-5.14	-1.12		-11.26	-13.21	16.86	
ROE(%)	-1.49	-3.52	-0.72		-5.85	-10.08	-0.72	
ROA(%)	-0.69	-2.76	-0.62		-4.72	-9.11	-0.62	
부채비율	13.66	20.12	7.38		4.90	8.74	7.38	
자본유보율	855.41	887.07	836.26		847.12	832.11	836.26	
EPS(원)	-77	-182	-36		-86	-76	146	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	5,391	5,102	5,054		5,192	4,890	5,054	
PBR(배)	1.07	0.85	0.77		0.73	0.69	0.77	
현금DPS(원)	200	100	100		0	0	100	
현금배당수익률	3.48	2.30	2.55					
현금배당성향(%)	-259.78	-53.42	-272.96		0.00	0.00	66.52	
발행주식수(보통주)	13,573,965	13,573,965	13,573,965		13,573,965	13,573,965	13,573,965	
