	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	301	312	257		57	73	63	
영업이익	32	-42	-240		-57	-49	-118	
영업이익(발표기준)	32	-42	-240		-57	-49	-118	
세전계속사업이익	7	-41	-294		-79	-52	-146	
당기순이익	7	-21	-320		-106	-52	-146	
당기순이익(지배)	7	-21	-320		-106	-52	-146	
당기순이익(비지배)								
자산총계	615	705	479		652	604	479	
부채총계	197	309	389		374	377	389	
자본총계	417	395	90		278	226	90	
자본총계(지배)	417	395	90		278	226	90	
자본총계(비지배)								
자본금	40	40	41		40	40	41	
영업활동현금흐름	-67	-41	-5		-5	25	15	
투자활동현금흐름	-129	-66	-15		-6	-3	0	
재무활동현금흐름	227	91	27		13	-19	2	
CAPEX	139	70	23		17	2	1	
FCF	-206	-110	-28		-22	22	14	
이자발생부채	129	220	238		263	244	238	
영업이익률	10.62	-13.54	-93.30		-99.61	-66.88	-186.13	
순이익률	2.48	-6.62	-124.50		-185.56	-72.31	-230.98	
ROE(%)	2.42	-5.08	-132.08		-35.06	-55.31	-132.08	
ROA(%)	1.53	-3.13	-54.17		-18.62	-27.37	-54.17	
부채비율	47.28	78.23	432.53		134.35	166.76	432.53	
자본유보율	926.12	874.23	101.94		572.40	442.43	101.94	
EPS(원)	112	-260	-4,013		-1,333	-654	-1,814	
PER(배)	72.97	N/A	N/A		N/A	N/A	N/A	
BPS(원)	5,259	4,982	1,101		3,472	2,822	1,101	
PBR(배)	1.55	0.84	6.49		6.24	2.38	6.49	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	7,936,681	7,936,681	8,164,945		8,011,681	8,021,681	8,164,945	
