	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,620	1,310	1,263		288	278	502	
영업이익	11	-221	-47		35	-11	-17	
영업이익(발표기준)	11	-221	-47		35	-11	-17	
세전계속사업이익	17	-344	-103		38	-14	-72	
당기순이익	38	-356	-105		37	-13	-73	
당기순이익(지배)	36	-338	-105		37	-13	-73	
당기순이익(비지배)	2							
자산총계	1,972	1,607	1,821		2,040	1,962	1,821	
부채총계	1,164	1,212	1,548		1,672	1,585	1,548	
자본총계	807	395	273		368	378	273	
자본총계(지배)	761	395	273		368	378	273	
자본총계(비지배)	46							
자본금	234	234	234		234	234	234	
영업활동현금흐름	149	209	307		111	-61	50	
투자활동현금흐름	-28	-70	-57		-126	-47	117	
재무활동현금흐름	-130	-74	-71		-5	-60	-3	
CAPEX	16	13	3		1	0	1	
FCF	133	197	304		111	-61	49	
이자발생부채	362	238	185		252	194	185	
영업이익률	0.66	-16.85	-3.69		12.12	-4.04	-3.36	
순이익률	2.33	-27.14	-8.30		12.74	-4.81	-14.57	
ROE(%)	4.93	-68.10	-31.41		-50.22	-39.89	-31.41	
ROA(%)	1.89	-21.51	-6.12		-11.42	-8.48	-6.12	
부채비율	144.18	306.95	567.61		454.62	419.43	567.61	
자본유보율	90.94	-51.61	-106.72		-59.46	-65.21	-106.72	
EPS(원)	77	-760	-224		79	-29	-156	
PER(배)	42.71	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,634	848	586		789	811	586	
PBR(배)	2.02	3.27	3.56		3.23	2.81	3.56	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	46,764,840	46,764,840	46,764,840		46,764,840	46,764,840	46,764,840	
