	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	163	133	130		26	28	49	
영업이익	-15	-36	-87		-17	-31	-30	
영업이익(발표기준)	-15	-36	-87		-17	-31	-30	
세전계속사업이익	-15	-90	-965		-22	-154	-793	
당기순이익	-21	-77	-940		-19	-154	-772	
당기순이익(지배)	-21	-77	-930		-17	-151	-767	
당기순이익(비지배)								
자산총계	196	762	588		1,311	1,343	588	
부채총계	72	477	538		882	1,060	538	
자본총계	125	285	51		429	284	51	
자본총계(지배)	125	285	28		398	256	28	
자본총계(비지배)								
자본금	14	18	49		18	18	49	
영업활동현금흐름	-10	-18	-198		-160	-27	-10	
투자활동현금흐름	3	-653	-255		-207	8	-55	
재무활동현금흐름	-6	633	466		451	-31	46	
CAPEX	6	14	65		52	10	4	
FCF	-16	-32	-263		-213	-37	-14	
이자발생부채	30	419	411		800	946	411	
영업이익률	-8.96	-27.38	-66.81		-64.13	-108.22	-61.09	
순이익률	-12.92	-58.18	-723.92		-71.49	-545.65	-1,571.72	
ROE(%)	-15.77	-37.83						
ROA(%)	-10.04	-16.17						
부채비율	57.63	167.33	1,064.29		205.51	373.40	1,064.29	
자본유보율	764.80	1,521.09	-42.94		2,164.80	1,355.84	-42.94	
EPS(원)	-738	-2,412	-25,788		-471	-4,294	-19,775	
PER(배)	N/A	N/A	N/A					
BPS(원)	4,359	8,105	285		11,324	7,279	285	
PBR(배)	0.53	1.39	6.73		0.60	0.28	6.73	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	2,860,000	3,515,737	9,755,261		3,515,737	3,515,737	9,755,261	
