	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	4,456	3,583	3,630		729	1,186	786	
영업이익	279	-77	-92		-93	78	-54	
영업이익(발표기준)	279	-77	-92		-93	78	-54	
세전계속사업이익	300	-14	5		-45	136	-97	
당기순이익	249	-13	-3		-43	98	-57	
당기순이익(지배)	237	-13	-3		-43	98	-57	
당기순이익(비지배)	12							
자산총계	4,608	3,522	3,485		3,398	3,520	3,485	
부채총계	1,772	752	699		701	689	699	
자본총계	2,836	2,770	2,786		2,696	2,831	2,786	
자본총계(지배)	2,836	2,770	2,786		2,696	2,831	2,786	
자본총계(비지배)	0							
자본금	90	90	90		90	90	90	
영업활동현금흐름	384	365	228		24	105	114	
투자활동현금흐름	-790	315	185		16	-9	136	
재무활동현금흐름	552	-943	-91		-88	-46	12	
CAPEX	768	298	513		145	151	115	
FCF	-384	67	-285		-121	-45	-1	
이자발생부채	1,138	313	266		299	266	266	
영업이익률	6.26	-2.15	-2.52		-12.75	6.60	-6.82	
순이익률	5.59	-0.36	-0.08		-5.95	8.28	-7.22	
ROE(%)	8.48	-0.46	-0.10		1.29	1.99	-0.34	
ROA(%)	5.61	-0.32	-0.08		0.99	1.56	-0.27	
부채비율	62.46	27.17	25.07		26.02	24.32	25.07	
자본유보율	3,190.93	3,123.26	3,081.77		3,035.99	3,146.86	3,081.77	
EPS(원)	1,322	-72	-16		-243	549	-317	
PER(배)	20.16	N/A	N/A		61.51	33.09	N/A	
BPS(원)	16,853	16,457	16,555		16,021	16,825	16,555	
PBR(배)	1.58	0.72	0.64		0.74	0.61	0.64	
현금DPS(원)	450							
현금배당수익률	1.69							
현금배당성향(%)	32.00	-262.32	0.00		0.00	0.00	0.00	
발행주식수(보통주)	17,900,000	17,900,000	17,900,000		17,900,000	17,900,000	17,900,000	
