	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	88	63	41		6	34	-21	
영업이익	-49	-82	-55		-21	-9	-10	
영업이익(발표기준)	-49	-82	-55		-21	-9	-10	
세전계속사업이익	-72	-109	-49		-46	-15	36	
당기순이익	-75	-109	-109		-46	-15	-24	
당기순이익(지배)	-75	-109	-109		-46	-15	-24	
당기순이익(비지배)								
자산총계	455	596	553		506	607	553	
부채총계	322	466	421		438	508	421	
자본총계	133	131	133		68	98	133	
자본총계(지배)	133	131	133		68	98	133	
자본총계(비지배)	0							
자본금	170	38	67		47	53	67	
영업활동현금흐름	-52	-63	-66		17	-11	-24	
투자활동현금흐름	-25	-69	-6		-13	-1	-43	
재무활동현금흐름	68	138	68		-15	12	66	
CAPEX	0	1	1		0	0		
FCF	-52	-65	-67		17	-11	-24	
이자발생부채	243	350	301		346	405	301	
영업이익률	-55.43	-130.35	-133.05		-336.90	-25.90	46.86	
순이익률	-85.26	-173.19	-264.81		-745.60	-45.37	118.25	
ROE(%)	-52.88	-82.41	-82.93		-144.40	-131.96	-82.93	
ROA(%)	-15.98	-20.68	-19.00		-23.57	-22.44	-19.00	
부채비율	242.54	356.42	316.75		640.25	516.27	316.75	
자본유보율	47.66	459.76	266.75		283.16	299.58	266.75	
EPS(원)	-1,200	-1,537	-1,086		-492	-158	-200	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,958	1,505	997		728	937	997	
PBR(배)	1.56	2.17	1.16		2.47	2.44	1.16	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	6,807,936	8,684,424	13,325,960		9,398,709	10,512,150	13,325,960	
