	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,168	1,119	1,154		276	291	284	
영업이익	3	-3	8		1	-3	2	
영업이익(발표기준)	3	-3	8		1	-3	2	
세전계속사업이익	3	12	15		-3	-3	8	
당기순이익	1	10	11		-2	-4	5	
당기순이익(지배)	1	10	11		-2	-4	5	
당기순이익(비지배)								
자산총계	1,297	1,278	1,342		1,338	1,342	1,334	
부채총계	132	106	162		150	162	152	
자본총계	1,165	1,172	1,180		1,188	1,180	1,182	
자본총계(지배)	1,165	1,172	1,180		1,188	1,180	1,182	
자본총계(비지배)								
자본금	75	75	77		77	77	77	
영업활동현금흐름	50	36	39		11	-8	4	
투자활동현금흐름	-83	-25	-52		0	-4	9	
재무활동현금흐름	-13	2	12		3	8	-8	
CAPEX	30	65	109		28	17	11	
FCF	20	-28	-71		-17	-25	-7	
이자발생부채	0	0	11		4	11	12	
영업이익률	0.29	-0.31	0.72		0.48	-0.96	0.57	
순이익률	0.06	0.94	0.93		-0.85	-1.50	1.79	
ROE(%)	0.06	0.90	0.92		2.00	0.92	0.87	
ROA(%)	0.05	0.82	0.82		1.80	0.82	0.77	
부채비율	11.35	9.08	13.75		12.60	13.75	12.85	
자본유보율	1,447.57	1,457.14	1,432.83		1,446.06	1,432.83	1,429.36	
EPS(원)	4	69	70		-15	-29	33	
PER(배)	934.67	40.12	37.89		17.43	37.89	29.06	
BPS(원)	7,602	7,644	7,697		7,751	7,697	7,712	
PBR(배)	0.52	0.36	0.35		0.35	0.35	0.25	
현금DPS(원)	0	0	50		0	50		
현금배당수익률	0.00	0.00	1.88					
현금배당성향(%)	0.00	0.00	71.22		0.00	-175.16		
발행주식수(보통주)	15,326,438	15,326,438	15,326,438		15,326,438	15,326,438	15,326,438	
