	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	311	1,245	1,006	1,282	232	174	275	295
영업이익	68	282	-87	142	-21	-129	16	21
영업이익(발표기준)	68	282	-87		-21	-129	16	
세전계속사업이익	56	-1,057	-88	145	-15	-122	-4	25
당기순이익	57	-1,065	-81	133	-13	-121	2	23
당기순이익(지배)	57	-1,065	-78	132	-12	-120	3	23
당기순이익(비지배)								
자산총계	124	1,121	1,062	1,218	1,178	1,064	1,062	
부채총계	113	214	218	242	220	226	218	
자본총계	11	906	844	976	958	838	844	
자본총계(지배)	11	906	839		950	832	839	
자본총계(비지배)								
자본금	3	40	40	40	40	40	40	
영업활동현금흐름	66	290	-124	124	-10	-117	-65	
투자활동현금흐름	-41	-24	-581	-50	-193	-53	16	
재무활동현금흐름	-1	558	-14	6	-6	-4	-4	
CAPEX	3	12	32	19	9	6	7	
FCF	63	278	-156	95	-19	-123	-72	
이자발생부채	25	0	33		29	33	33	
영업이익률	21.73	22.67	-8.65	11.08	-9.13	-73.71	5.91	7.12
순이익률	18.43	-85.53	-8.08	10.37	-5.48	-69.37	0.67	7.80
ROE(%)	-334.63		-8.99		41.49	-1.71	-8.99	
ROA(%)	79.09		-7.45	11.67	30.53	-1.46	-7.45	
부채비율	1,033.86	23.66	25.81	24.80	23.02	26.98	25.81	
자본유보율	240.17	2,152.98	1,957.05		2,241.58	1,941.79	1,957.05	
EPS(원)	1,466	-19,744	-981	1,639	-150	-1,499	38	287
PER(배)		N/A	N/A	7.50	6.87	N/A	N/A	
BPS(원)	279	11,347	10,465		11,853	10,377	10,465	
PBR(배)	0.00	2.01	1.33		1.83	1.34	1.33	
현금DPS(원)	0	0	0	0	0	0	0	
현금배당수익률		0.00	0.00	0.00				
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	3,300,000	7,986,521	8,016,521		8,016,521	8,016,521	8,016,521	
