	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	3,679	3,631	3,178	3,415	825	691	753	
영업이익	112	-54	142	170	71	36	54	
영업이익(발표기준)	112	-54	142		71	36	54	
세전계속사업이익	97	-90	136	167	74	20	76	
당기순이익	62	-114	90	134	62	5	60	
당기순이익(지배)	73	-67	96	130	55	11	54	
당기순이익(비지배)	-11							
자산총계	4,386	3,993	4,009		4,113	4,009	4,040	
부채총계	1,533	1,281	1,247		1,359	1,247	1,274	
자본총계	2,853	2,712	2,762		2,753	2,762	2,766	
자본총계(지배)	2,658	2,563	2,618		2,606	2,618	2,617	
자본총계(비지배)	195							
자본금	286	286	286		286	286	286	
영업활동현금흐름	614	-511	137		-305	216	44	
투자활동현금흐름	-267	187	184		4	98	-89	
재무활동현금흐름	-58	29	-213		31	-127	2	
CAPEX	108	99	21		2	12	11	
FCF	506	-610	116		-307	205	33	
이자발생부채	489	632	471		595	471	475	
영업이익률	3.06	-1.49	4.46	4.98	8.55	5.25	7.19	
순이익률	1.68	-3.15	2.82	3.92	7.46	0.77	7.93	
ROE(%)	2.74	-2.55	3.69		1.61	3.69	5.66	
ROA(%)	1.41	-2.73	2.24		-0.07	2.24	3.78	
부채비율	53.72	47.25	45.15		49.36	45.15	46.08	
자본유보율	854.58	822.83	841.40		836.90	841.40	840.95	
EPS(원)	127	-116	167	228	95	19	95	
PER(배)	44.90	N/A	15.41	16.22	27.79	15.41	6.68	
BPS(원)	4,769	4,599	4,698		4,675	4,698	4,695	
PBR(배)	1.20	0.64	0.55		0.44	0.55	0.36	
현금DPS(원)	100	80	100		0	100		
현금배당수익률	1.75	2.73	3.88					
현금배당성향(%)	76.56	-67.02	58.36		0.00	520.19		
발행주식수(보통주)	57,143,000	57,143,000	57,143,000		57,143,000	57,143,000	57,143,000	
