	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	6,906	5,888	5,370		1,365	1,401	924	
영업이익	227	179	-129		30	-3	-190	
영업이익(발표기준)	227	179	-129		30	-3	-190	
세전계속사업이익	87	197	-143		20	9	-210	
당기순이익	37	172	-125		6	-13	-150	
당기순이익(지배)	37	172	-125		6	-13	-150	
당기순이익(비지배)								
자산총계	6,591	6,035	5,791		6,197	6,236	5,791	
부채총계	2,822	1,974	1,825		2,024	2,070	1,825	
자본총계	3,769	4,060	3,966		4,173	4,166	3,966	
자본총계(지배)	3,769	4,060	3,966		4,173	4,166	3,966	
자본총계(비지배)								
자본금	346	377	381		381	381	381	
영업활동현금흐름	-926	1,139	87		-13	347	7	
투자활동현금흐름	11	71	-177		-17	-51	-50	
재무활동현금흐름	706	-909	-100		38	-61	-33	
CAPEX	63	85	143		19	49	64	
FCF	-989	1,054	-56		-31	297	-57	
이자발생부채	2,004	1,138	1,108		1,184	1,133	1,108	
영업이익률	3.29	3.05	-2.40		2.17	-0.22	-20.54	
순이익률	0.53	2.92	-2.34		0.45	-0.93	-16.20	
ROE(%)	0.97	4.39	-3.13		2.67	2.06	-3.13	
ROA(%)	0.59	2.72	-2.12		1.68	1.39	-2.12	
부채비율	74.86	48.63	46.03		48.49	49.68	46.03	
자본유보율	906.73	888.56	834.79		882.17	878.77	834.79	
EPS(원)	533	2,362	-1,648		80	-171	-1,964	
PER(배)	29.00	4.89	N/A		8.58	9.34	N/A	
BPS(원)	54,480	53,885	52,030		54,756	54,664	52,030	
PBR(배)	0.28	0.21	0.19		0.23	0.19	0.19	
현금DPS(원)	500	400	300		0	0	300	
현금배당수익률	3.24	3.46	3.01					
현금배당성향(%)	93.87	17.54	-18.23		0.00	0.00	-15.28	
발행주식수(보통주)	6,918,617	7,534,848	7,621,668		7,621,668	7,621,668	7,621,668	
