	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	62	60	64		16	17	19	
영업이익	26	22	23		3	11	9	
영업이익(발표기준)	26	22	23		3	11	9	
세전계속사업이익	-45	74	54		35	-18	49	
당기순이익	-45	74	54		35	-18	49	
당기순이익(지배)	-45	74	54		35	-18	49	
당기순이익(비지배)								
자산총계	474	478	461		491	461	478	
부채총계	25	20	15		26	15	18	
자본총계	449	459	446		465	446	460	
자본총계(지배)	449	459	446		465	446	460	
자본총계(비지배)								
자본금	760	760	760		760	760	760	
영업활동현금흐름	56	46	53		15	8	17	
투자활동현금흐름	5	-2						
재무활동현금흐름	-53	-53	-53		-13	-13	-13	
CAPEX								
FCF	56	46	53		15	8	17	
이자발생부채	0	0	0		0	0	0	
영업이익률	41.51	36.05	35.55		15.85	68.14	43.76	
순이익률	-72.77	122.79	84.61		214.35	-106.18	250.75	
ROE(%)	-9.49	16.31	12.05		19.72	11.95	19.06	
ROA(%)	-9.10	15.53	11.60		18.75	11.51	18.22	
부채비율	5.66	4.30	3.34		5.50	3.34	3.89	
자본유보율	-42.29	-39.58	-39.41		-35.29	-39.41	-34.73	
EPS(원)	-299	487	358		232	-117	321	
PER(배)	N/A	5.95	8.13		4.91	8.20	4.53	
BPS(원)	2,952	3,017	2,934		3,061	2,934	3,029	
PBR(배)	0.98	0.96	0.99		0.96	0.99	0.86	
현금DPS(원)	353	354	352		89	87	85	
현금배당수익률	12.24	12.23	12.08		1.04	0.96	3.49	
현금배당성향(%)	-117.06	71.92	97.63		37.97	-74.31	27.16	
발행주식수(보통주)	15,200,004	15,200,004	15,200,004		15,200,004	15,200,004	15,200,004	
