	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	33,664	34,569	33,895		8,363	7,798	9,558	
영업이익	608	754	734		159	168	232	
영업이익(발표기준)	608	754	734		159	168	232	
세전계속사업이익	629	284	550		79	14	195	
당기순이익	293	185	295		21	-74	214	
당기순이익(지배)	321	243	393		51	0	186	
당기순이익(비지배)	-28							
자산총계	33,852	33,177	34,463		34,678	35,231	34,463	
부채총계	22,016	20,382	21,301		21,502	22,051	21,301	
자본총계	11,836	12,795	13,162		13,176	13,181	13,162	
자본총계(지배)	9,594	10,443	10,843		10,821	10,858	10,843	
자본총계(비지배)	2,241							
자본금	300	400	400		400	400	400	
영업활동현금흐름	3,387	2,709	3,827		1,172	779	962	
투자활동현금흐름	-2,537	-2,316	-3,263		-892	-1,152	-153	
재무활동현금흐름	-569	-800	-561		112	-334	-403	
CAPEX	3,642	2,198	3,621		993	953	302	
FCF	-256	511	206		179	-174	660	
이자발생부채	14,854	13,690	13,990		14,517	14,393	13,990	
영업이익률	1.81	2.18	2.16		1.90	2.15	2.43	
순이익률	0.87	0.54	0.87		0.25	-0.95	2.24	
ROE(%)	3.34	2.43	3.69		2.95	3.92	3.69	
ROA(%)	0.85	0.55	0.87		0.59	0.79	0.87	
부채비율	186.01	159.30	161.83		163.19	167.30	161.83	
자본유보율	3,276.78	2,674.28	2,747.77		2,710.05	2,709.95	2,747.77	
EPS(원)	501	339	491		64	0	232	
PER(배)	12.39	10.75	7.63		10.47	7.36	7.63	
BPS(원)	14,997	13,055	13,555		13,528	13,575	13,555	
PBR(배)	0.41	0.28	0.28		0.31	0.28	0.28	
현금DPS(원)	141	80	80		0	0	80	
현금배당수익률	2.26	2.20	2.13					
현금배당성향(%)	28.06	26.34	16.28		0.00	0.00	34.41	
발행주식수(보통주)	63,985,033	80,000,000	80,000,000		80,000,000	80,000,000	80,000,000	
