	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	899	1,068	630	1,210	90	85	233	
영업이익	-5	80	-63	83	-47	-28	7	
영업이익(발표기준)	-5	80	-63		-47	-28	7	
세전계속사업이익	-70	86	-91	75	-53	-25	-21	
당기순이익	-72	78	-111	75	-53	-25	-39	
당기순이익(지배)	-72	78	-111	76	-53	-25	-39	
당기순이익(비지배)								
자산총계	788	871	864		820	866	864	
부채총계	265	303	424		310	386	424	
자본총계	522	568	441		510	480	441	
자본총계(지배)	523	568	441		510	480	441	
자본총계(비지배)	0							
자본금	34	35	36		36	36	36	
영업활동현금흐름	-14	-29	-56		-51	-74	0	
투자활동현금흐름	74	4	-9		4	-3	-30	
재무활동현금흐름	-93	30	61		43	61	-26	
CAPEX	7	5	3		0	0	2	
FCF	-22	-34	-59		-51	-74	-2	
이자발생부채	160	184	244		211	273	244	
영업이익률	-0.52	7.54	-10.05	6.86	-52.92	-33.62	3.18	
순이익률	-7.96	7.33	-17.61	6.20	-59.43	-29.91	-16.62	
ROE(%)	-12.94	14.37	-21.99		1.93	-12.30	-21.99	
ROA(%)	-7.76	9.45	-12.78		1.11	-7.07	-12.78	
부채비율	50.76	53.41	96.11		60.87	80.60	96.11	
자본유보율	1,388.89	1,388.69	1,106.99		1,286.49	1,214.19	1,106.99	
EPS(원)	-209	225	-312	207	-149	-71	-109	
PER(배)	N/A	8.25	N/A	7.24	88.09	N/A	N/A	
BPS(원)	1,529	1,615	1,234		1,428	1,343	1,234	
PBR(배)	1.79	1.15	1.89		1.72	1.80	1.89	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00		0.00	0.00	0.00	
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	34,190,075	35,170,980	35,707,655		35,707,655	35,707,655	35,707,655	
