	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	18,481	18,622	21,990	23,944	5,322	6,124	4,496	5,507
영업이익	3,937	3,567	2,922	2,283	609	1,056	149	326
영업이익(발표기준)	3,937	3,567	2,922		609	1,056	149	
세전계속사업이익	4,456	3,983	3,386	2,676	736	1,040	339	408
당기순이익	3,022	2,874	2,430	1,912	522	757	239	322
당기순이익(지배)	2,537	2,390	1,941	1,593	407	612	162	264
당기순이익(비지배)	485							
자산총계	67,773	69,886	76,231	79,600	75,920	76,231	78,676	
부채총계	21,596	21,595	26,438	28,243	26,703	26,438	29,011	
자본총계	46,177	48,291	49,793	51,358	49,217	49,793	49,665	
자본총계(지배)	39,554	41,325	42,420	43,690	41,963	42,420	42,277	
자본총계(비지배)	6,623							
자본금	1,170	1,170	1,170	1,170	1,170	1,170	1,170	
영업활동현금흐름	4,372	4,353	3,775	4,536	1,278	981	-1,123	
투자활동현금흐름	-1,457	-1,341	-5,020	-3,477	-1,680	-132	-1,492	
재무활동현금흐름	-2,751	-1,465	-629	-202	619	-1,809	3,895	
CAPEX	3,144	2,213	2,735	3,222	497	964	1,131	
FCF	1,228	2,140	1,040	1,432	780	17	-2,254	
이자발생부채	6,197	4,991	9,326		10,261	9,326	14,146	
영업이익률	21.30	19.15	13.29	9.53	11.44	17.24	3.31	5.92
순이익률	16.35	15.43	11.05	7.99	9.80	12.36	5.31	5.85
ROE(%)	6.63	5.91	4.64	3.70	4.82	4.64	3.72	
ROA(%)	4.52	4.18	3.33	2.45	3.38	3.33	2.63	
부채비율	46.77	44.72	53.10	54.99	54.26	53.10	58.41	
자본유보율	3,332.35	3,515.01	3,641.09		3,599.94	3,641.09	3,635.77	
EPS(원)	10,841	10,211	8,296	6,807	1,739	2,613	692	1,130
PER(배)	9.64	8.85	10.02	9.75	9.18	10.02	8.83	
BPS(원)	175,349	183,201	190,027	197,627	187,980	190,027	189,387	
PBR(배)	0.60	0.49	0.44	0.34	0.42	0.44	0.31	
현금DPS(원)	800	900	1,000	1,007	0	1,000		
현금배당수익률	0.77	1.00	1.20	1.52				
현금배당성향(%)	7.11	8.50	11.50	14.79	0.00	36.50		
발행주식수(보통주)	23,402,441	23,402,441	23,402,441		23,402,441	23,402,441	23,402,441	
