	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	6,131	6,009	6,177	6,940	1,574	1,374	1,670	1,678
영업이익	319	105	187	200	74	33	50	33
영업이익(발표기준)	319	105	187		74	33	50	
세전계속사업이익	312	36	97		37	-5	53	17
당기순이익	232	41	71		26	-5	36	
당기순이익(지배)	234	42	69	90	26	-4	33	13
당기순이익(비지배)	-1							
자산총계	6,756	7,053	8,511		8,148	8,175	8,511	
부채총계	3,519	3,847	5,268		4,904	4,948	5,268	
자본총계	3,237	3,206	3,243		3,244	3,227	3,243	
자본총계(지배)	3,232	3,203	3,237		3,241	3,225	3,237	
자본총계(비지배)	5							
자본금	109	109	109		109	109	109	
영업활동현금흐름	283	195	392		73	181	2	
투자활동현금흐름	-132	-1,012	-1,222		-137	-277	-152	
재무활동현금흐름	81	184	1,239		32	-17	246	
CAPEX	196	975	1,180		183	276	197	
FCF	87	-780	-788		-111	-95	-195	
이자발생부채	2,351	2,589	3,931		3,752	3,745	3,931	
영업이익률	5.20	1.75	3.03	2.88	4.70	2.42	2.99	1.97
순이익률	3.79	0.68	1.14		1.64	-0.37	2.15	
ROE(%)	7.45	1.31	2.13		1.56	1.98	2.13	
ROA(%)	3.45	0.59	0.91		0.65	0.82	0.91	
부채비율	108.74	119.98	162.46		151.17	153.33	162.46	
자본유보율	2,875.56	2,903.55	2,942.85		2,818.45	2,927.26	2,942.85	
EPS(원)	1,069	192	314	412	118	-18	151	59
PER(배)	8.46	32.33	21.78	14.77	29.76	25.68	21.78	
BPS(원)	14,783	14,909	15,071		15,086	15,011	15,071	
PBR(배)	0.61	0.42	0.45		0.45	0.49	0.45	
현금DPS(원)	100	100	130		0	0	130	
현금배당수익률	1.10	1.61	1.90					
현금배당성향(%)	9.35	23.29	30.69		0.00	0.00	63.98	
발행주식수(보통주)	21,863,268	21,863,268	21,863,268		21,863,268	21,863,268	21,863,268	
