	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,786	3,948	3,919		975	966	1,217	
영업이익	56	101	28		44	-62	55	
영업이익(발표기준)	56	101	28		44	-62	55	
세전계속사업이익	-39	121	-186		23	-113	-78	
당기순이익	-64	65	-239		10	-117	-109	
당기순이익(지배)	-18	54	-55		14	-27	-36	
당기순이익(비지배)	-47							
자산총계	3,216	3,457	2,737		3,526	3,352	2,737	
부채총계	1,955	2,058	1,651		2,099	2,038	1,651	
자본총계	1,261	1,399	1,087		1,428	1,315	1,087	
자본총계(지배)	487	591	611		625	601	611	
자본총계(비지배)	774							
자본금	127	129	140		136	136	140	
영업활동현금흐름	91	-71	311		232	-35	150	
투자활동현금흐름	-150	-306	-72		-66	7	30	
재무활동현금흐름	168	311	-115		-54	27	-52	
CAPEX	48	160	116		44	16	51	
FCF	43	-231	195		188	-51	100	
이자발생부채	747	963	649		915	934	649	
영업이익률	1.49	2.56	0.72		4.47	-6.44	4.52	
순이익률	-1.69	1.64	-6.10		0.99	-12.15	-8.93	
ROE(%)	-3.57	10.10	-9.08		19.19	13.51	-9.08	
ROA(%)	-2.09	1.94	-7.72		5.62	1.99	-7.72	
부채비율	154.96	147.10	151.91		147.01	155.03	151.91	
자본유보율	189.25	271.66	254.78		283.72	264.56	254.78	
EPS(원)	-69	214	-203		51	-98	-133	
PER(배)	N/A	13.37	N/A		8.23	12.40	N/A	
BPS(원)	1,912	2,297	2,182		2,304	2,214	2,182	
PBR(배)	1.61	1.24	1.67		1.44	1.54	1.67	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	25,490,497	25,723,597	27,990,504		27,130,594	27,164,911	27,990,504	
