	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	118	116	114		20	47	22	
영업이익	35	23	10		-2	11	-1	
영업이익(발표기준)	35	23	10		-2	11	-1	
세전계속사업이익	32	19	11		-3	5	-3	
당기순이익	27	22	6		-3	2	-3	
당기순이익(지배)	27	23	7		-2	3	-2	
당기순이익(비지배)								
자산총계	153	361	376		377	376	351	
부채총계	19	47	33		34	33	32	
자본총계	133	314	344		343	344	319	
자본총계(지배)	133	308	340		337	340	315	
자본총계(비지배)								
자본금	2	11	11		11	11	11	
영업활동현금흐름	27	27	5		2	14	6	
투자활동현금흐름	-31	-165	-29		-31	-8	14	
재무활동현금흐름	-1	184	22		13	0	-23	
CAPEX	2	2	1		0	0	1	
FCF	25	25	4		1	13	5	
이자발생부채	7	6	4		2	4	3	
영업이익률	29.83	20.18	9.04		-11.23	23.79	-2.99	
순이익률	23.01	18.88	5.01		-12.49	4.24	-13.34	
ROE(%)	23.58	10.27	2.26		4.83	2.26	0.55	
ROA(%)	19.84	8.55	1.55		3.94	1.55	-0.38	
부채비율	14.59	15.04	9.52		9.96	9.52	10.07	
자본유보율	7,503.47	2,928.95	3,050.75		3,019.11	3,050.75	3,031.60	
EPS(원)	277	219	65		-15	27	-19	
PER(배)	20.69	32.82	118.42		57.96	118.42	349.57	
BPS(원)	1,413	2,875	3,088		3,068	3,088	2,997	
PBR(배)	4.06	2.50	2.50		2.66	2.50	1.80	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	9,957,871	10,000,000	10,000,000		10,000,000	10,000,000	10,000,000	
