	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	714	953	1,158		284	313	317	
영업이익	89	74	125		31	30	37	
영업이익(발표기준)	89	74	125		31	30	37	
세전계속사업이익	46	21	122		30	28	38	
당기순이익	33	12	100		26	22	31	
당기순이익(지배)	33	12	100		26	22	31	
당기순이익(비지배)								
자산총계	577	1,106	1,188		1,195	1,188	1,191	
부채총계	378	490	475		503	475	467	
자본총계	199	615	713		692	713	724	
자본총계(지배)	199	615	713		692	713	724	
자본총계(비지배)								
자본금	32	48	49		49	49	49	
영업활동현금흐름	88	-23	131		16	32	10	
투자활동현금흐름	-60	-494	41		-13	5	29	
재무활동현금흐름	-3	486	-75		31	-62	-28	
CAPEX	39	116	25		4	11	11	
FCF	48	-139	106		11	21	-2	
이자발생부채	138	315	248		311	248	222	
영업이익률	12.43	7.73	10.83		11.06	9.52	11.74	
순이익률	4.68	1.28	8.66		9.30	6.92	9.90	
ROE(%)	18.87	2.99	15.10		14.70	15.10	16.08	
ROA(%)	6.41	1.45	8.75		8.41	8.75	9.53	
부채비율	189.67	79.67	66.59		72.73	66.59	64.48	
자본유보율	516.73	1,193.20	1,395.98		1,357.24	1,395.98	1,422.45	
EPS(원)	512	131	1,041		274	222	321	
PER(배)		94.43	13.55		11.04	13.55	9.42	
BPS(원)	2,872	6,469	7,370		7,252	7,370	7,499	
PBR(배)	0.00	1.91	1.91		1.52	1.91	1.42	
현금DPS(원)	100	0	200		0	200		
현금배당수익률		0.00	1.42			1.61		
현금배당성향(%)	20.79	0.00	19.11		0.00	88.58		
발행주식수(보통주)	6,423,325	9,595,575	9,760,575		9,717,575	9,760,575	9,814,575	
